Fecha Descarga;IdDataset;Nombre;Sector;Número de recursos;Número de descargas;Número de votos;Formatos;Frecuencia de actualización;Fecha de incorporación;Fecha última actualización de metadatos;Fecha última actualización de datos
29/08/2019;;Impuesto sobre el Incremento de Valor de los Terrenos de Naturaleza Urbana (IIVTNU):  Autoliquidaciones anuales desde 2013;Hacienda;;922;744;,XLS;Anual;42471;;
29/08/2019;;Indicadores de las Cartas de Servicios del Ayuntamiento de Madrid;Sector público;;201;9;,XLS;Anual;42446;;
29/08/2019;;Infraestructuras municipales para el fomento del emprendimiento;Economía;;595;880;,XLS;Anual;41710;;
29/08/2019;;Inmigrantes. Personas atendidas en el Servicio de Empleo ;Sociedad y bienestar;;1256;690;,XLS;Semestral;41908;;
29/08/2019;;Inmigrantes. Personas atendidas en el Servicio de Información y Orientación;Sociedad y bienestar;;1154;7269;,XLS;Semestral;0/0/0;;
29/08/2019;;Inmigrantes. Personas en cursos de Español ;Sociedad y bienestar;;1149;654;,XLS;Semestral;43549;;
29/08/2019;;Inspecciones ambientales de instalaciones y actividades;Medio ambiente;;413;10;,XLS;Trimestral;41976;;
29/08/2019;;Inspecciones de Consumo;Comercio;;892;205;,XLS;Trimestral;42738;;
29/08/2019;;Inspecciones de locales sujetos a la Ley de espectáculos públicos y actividades recreativas;Seguridad;;684;11;,XLS;Trimestral;42129;;
29/08/2019;;Inspecciones de prevención de incendios ;Seguridad;;27;0;,XLS;Anual;43679;;
29/08/2019;;Inspecciones técnicas de aparcamientos municipales;Urbanismo e infraestructuras;;305;7;,XLS;Mensual;41710;;
29/08/2019;;Inspecciones urbanísticas ;Urbanismo e infraestructuras;;23;0;,XLS;Anual;43679;;
29/08/2019;;Instalaciones accesibles municipales;Sociedad y bienestar;;4621;1234;,CSV,GEO,JSON,RDF,API;Anual;43655;;
29/08/2019;;Instalaciones accesibles no municipales;Sociedad y bienestar;;2072;757;,CSV,GEO,JSON,RDF,API;Anual;42110;;
29/08/2019;;Instalaciones hidráulicas ornamentales en parques históricos, singulares y forestales;Medio ambiente;;555;7;,CSV,XLS;Trimestral;41744;;
29/08/2019;;Instalaciones hidráulicas ornamentales en vías públicas;Medio ambiente;;748;9;,CSV,XLS;Trimestral;42446;;
29/08/2019;;Instalaciones municipales con zonas wifi gratuitas;Ciencia y tecnología;;12066;951;,CSV,GEO,JSON,RDF,API;Anual;42738;;
29/08/2019;;Inventario de bienes muebles e inmuebles del Ayuntamiento de Madrid;Hacienda;;5233;385;,XLS;Anual;41905;;
29/08/2019;;Inventario de Patrimonio Municipal del Suelo;Urbanismo e infraestructuras;;1830;349;,XLS;Anual;42110;;
29/08/2019;;Inventario de Procedimientos Administrativos del Ayuntamiento de Madrid;Sector público;;2280;1029;,XLS;Anual;41710;;
29/08/2019;;Inventario de zonas verdes;Medio ambiente;;1501;14;,XLS;Trimestral;43175;;
29/08/2019;;Inversiones financieramente sostenibles de Agua y Zonas Verdes 2017;Medio ambiente;;440;10;,XLS;Trimestral;42738;;
29/08/2019;;JOBO (Joven Bono Cultural). Entradas emitidas y personas usuarias;Cultura y ocio;;78;3;,XLS;Semestral;42110;;
29/08/2019;;Juntas Municipales de Distrito;Sector público;;2209;630;,CSV,GEO,JSON,RDF,API;Anual;43670;;
29/08/2019;;Licencias urbanísticas otorgadas, declaraciones responsables y comunicaciones previas;Urbanismo e infraestructuras;;743;8;,XLS;Mensual;43175;;
29/08/2019;;Límites de velocidad en la red viaria;Transporte;;7;0;,ZIP;Anual;43689;;
29/08/2019;;Listas de espera de aparcamientos de residentes PAR;Urbanismo e infraestructuras;;26737;545;,CSV;Mensual;42696;;
29/08/2019;;Locales de diversión y entretenimiento con perfil turístico de la ciudad de Madrid (www.esmadrid.com);Turismo;;1498;328;,XML;Diaria;42471;;
29/08/2019;;Madrid Recupera. Programa de actuaciones;Urbanismo e infraestructuras;;889;10;,CSV,GEO,KMZ,ZIP;Sin definir;42237;;
29/08/2019;;Madrid Salud. Estadísticas centro de protección animal;Salud;;946;667;,XLS;Semestral;42103;;
29/08/2019;;Madrid Salud. Estadísticas de inspecciones realizadas centros estética, aguas recreativas y centros infantiles;Salud;;443;670;,XLS;Anual;42103;;
29/08/2019;;Madrid Salud. Estadísticas de inspecciones realizadas en seguridad alimentaria y resultados de análisis de muestras;Salud;;3632;888;,XLS;Anual;42103;;
29/08/2019;;Madrid Salud. Inspecciones de centros veterinarios y de venta de animales;Salud;;107;4;,XLS;Trimestral;43434;;
29/08/2019;;Madrid Salud. Inspecciones de escuelas y centros infantiles;Salud;;122;4;,XLS;Trimestral;43670;;
29/08/2019;;Madrid Salud. Inspecciones en establecimientos de estética y cuidado corporal;Salud;;88;4;,XLS;Trimestral;42103;;
29/08/2019;;Madrid Salud. Inspecciones en piscinas y balnearios urbanos;Salud;;104;4;,XLS;Trimestral;42044;;
29/08/2019;;Madrid Salud. Inspecciones para el control oficial de alimentos en establecimientos de restauración colectiva;Salud;;174;7;;Trimestral;43434;;
29/08/2019;;Madrid Salud. Inspecciones para el control oficial de alimentos en establecimientos del comercio minorista de alimentación;Salud;;114;5;;Trimestral;42471;;
29/08/2019;;Madrid Salud. Relación de centros municipales ;Salud;;2573;816;,CSV,GEO,JSON,RDF,API;Anual;41710;;
29/08/2019;;Marca Madrid;Sector público;;16;1;,XLS;Sin definir;41976;;
29/08/2019;;Mercadillos en la vía pública;Comercio;;3224;1044;,CSV,GEO,JSON,RDF,API;Anual;41710;;
29/08/2019;;Mercados Municipales;Comercio;;4301;689;,CSV,GEO,JSON,RDF,API;Anual;42348;;
29/08/2019;;Mercados Municipales: locales comerciales, nombres comerciales y actividades;Comercio;;1540;853;,XLS;Anual;42859;;
29/08/2019;;Mercamadrid: empresas y ubicación ;Comercio;;55;2;,TXT;Trimestral;42038;;
29/08/2019;;Mercamadrid: volumen y precio de productos comercializados;Comercio;;112;2;,TXT;Trimestral;43388;;
29/08/2019;;Mobiliario urbano. Bancos;Medio ambiente;;749;15;,CSV,XLS;Semestral;42738;;
29/08/2019;;Mobiliario urbano. Juegos en Áreas Infantiles;Medio ambiente;;892;10;,CSV,XLS;Semestral;41834;;
29/08/2019;;Mobiliario urbano. Mesas;Medio ambiente;;282;5;,CSV,XLS;Semestral;42802;;
29/08/2019;;Mobiliario urbano. Papeleras;Medio ambiente;;630;9;,XLS;Semestral;41936;;
29/08/2019;;Mobiliario urbano. Papeleras con dispensador de bolsas de excrementos para perros;Medio ambiente;;5321;219;,CSV,XLS;Trimestral;41984;;
29/08/2019;;Monumentos de la ciudad de Madrid ;Cultura y ocio;;435;4;,CSV,GEO,JSON,RDF,API;Mensual;42129;;
29/08/2019;;Monumentos de la ciudad de Madrid (versión anterior);Cultura y ocio;;1269;888;,XLS;Anual;42110;;
29/08/2019;;Moto. Avanza moto;Transporte;;2610;746;,CSV,XLS;Anual;43514;;
29/08/2019;;Moto. Reservas moto;Transporte;;8601;785;,CSV,GEO,XLS;Anual;41710;;
29/08/2019;;Multas de circulación;Transporte;;3371;933;,XLS;Mensual;41963;;
29/08/2019;;Multas de circulación: detalle;Transporte;;47035;1322;,XLS;Mensual;43245;;
29/08/2019;;Museos de la ciudad de Madrid;Cultura y ocio;;13628;5019;,CSV,GEO,JSON,RDF,API;Anual;43614;;
29/08/2019;;Normativa municipal;Legislación y justicia;;1647;797;,XML;Anual;41710;;
29/08/2019;;Notas de prensa;Sector público;;456;654;,RSS;Sin definir;41710;;
29/08/2019;;Ocupación de la vía pública. Estadísticas de  rodajes (2015-2018);Transporte;;3732;758;,XLS;Mensual;42044;;
29/08/2019;;Ocupación de la vía pública. Histórico de rodajes;Transporte;;61;3;,XML;Mensual;43655;;
29/08/2019;;Oficina Municipal de Información al Consumidor;Sector público;;1785;977;,CSV,GEO,JSON,RDF,API;Anual;43434;;
29/08/2019;;Oficinas de Atención Integral al Contribuyente (OAIC);Hacienda;;115;3;,CSV,GEO,JSON,API;Sin definir;41710;;
29/08/2019;;Oficinas de la Agencia Municipal de Empleo;Empleo;;1879;870;,CSV,GEO,JSON,RDF,API;Anual;41963;;
29/08/2019;;Oficinas de Línea Madrid;Sector público;;2068;921;,CSV,GEO,JSON,RDF,API;Anual;43663;;
29/08/2019;;Oficinas de registro;Sector público;;1870;799;,CSV,GEO,JSON,RDF,API;Anual;43670;;
29/08/2019;;Oficinas de turismo en Madrid;Turismo;;3780;748;,CSV,GEO,JSON,RDF,API;Anual;42781;;
29/08/2019;;Ofrecimientos de plazas libres en aparcamientos de residentes PAR;Urbanismo e infraestructuras;;3568;22;,XLS;Semestral;0/0/0;;
29/08/2019;;Oposiciones y empleo;Empleo;;1433;625;,RSS;Diaria;41710;;
29/08/2019;;Órdenes de ejecución  para el cumplimiento del deber de conservación y rehabilitación exigidas a los propietarios ;Urbanismo e infraestructuras;;13;0;,XLS;Anual;43686;;
29/08/2019;;Padrón Municipal;Demografía;;9142;1223;,TXT;Mensual;42446;;
29/08/2019;;Padrón Municipal. Histórico;Demografía;;14502;1043;,TXT;Mensual;41744;;
29/08/2019;;Pagos a terceros;Hacienda;;256;6;,XLS;Anual;41710;;
29/08/2019;;Panel de indicadores de distritos y barrios de Madrid. Estudio sociodemográfico;Sector público;;3386;111;,XLS;Anual;42781;;
29/08/2019;;Parque móvil municipal ;Sector público;;736;7;,XLS;Trimestral;42038;;
29/08/2019;;Parque móvil municipal  Gastos;Sector público;;51;2;,XLS;Trimestral;43060;;
29/08/2019;;Participación ciudadana. Debates y propuestas;Sociedad y bienestar;;1310;17;,CSV;Diaria;42859;;
29/08/2019;;Participación ciudadana. Presupuestos participativos;Sociedad y bienestar;;265;7;,XLS;Trimestral;41976;;
29/08/2019;;Participación ciudadana: Consultas ciudadanas;Sector público;;624;1025;,XLS;Anual;43388;;
29/08/2019;;Paso de vehículos (Vados);Urbanismo e infraestructuras;;4666;25;,XLS;Anual;42738;;
29/08/2019;;Patinetes eléctricos;Transporte;;997;22;,XLS;Anual;43508;;
29/08/2019;;Perfiles profesionales de concejales, directivos, eventuales, funcionarios de nivel  28 o superior y vocales vecinos del Ayuntamiento de Madrid;Sector público;;2034;14;,CSV;Semanal;42348;;
29/08/2019;;PGOUM 97. Edificabilidad remanente en ámbitos;Urbanismo e infraestructuras;;2403;930;,XLS;Anual;41710;;
29/08/2019;;PGOUM 97. Estado de desarrollo de los ámbitos;Urbanismo e infraestructuras;;1223;831;,XLS;Anual;41710;;
29/08/2019;;PGOUM 97. Plano de condiciones de edificación;Urbanismo e infraestructuras;;1369;14;,ZIP;Sin definir;41816;;
29/08/2019;;PGOUM 97. Plano de ordenación;Urbanismo e infraestructuras;;4539;32;,ZIP;Sin definir;41710;;
29/08/2019;;Placas conmemorativas de Madrid;Cultura y ocio;;913;7;,CSV,GEO,XML;Semestral;43434;;
29/08/2019;;Plagas y vectores;Salud;;1991;17;,XLS;Anual;41710;;
29/08/2019;;Plan de Gobierno 2015-2019;Sector público;;1688;319;,XLS;Sin definir;41744;;
29/08/2019;;Planeamiento urbanístico. Modificaciones aprobadas del PGOU y planes parciales aprobados;Urbanismo e infraestructuras;;957;21;,XLS;Anual;43060;;
29/08/2019;;Planeamiento urbanístico. Usos y destinos del suelo;Urbanismo e infraestructuras;;1632;24;,XLS;Anual;43514;;
29/08/2019;;Planes de formación del Ayuntamiento de Madrid de empleados públicos;Sector público;;302;9;,XLS;Semestral;41936;;
29/08/2019;;Planes de gestión del arbolado de zonas verdes y del viario ;Medio ambiente;;3139;22;,XLS;Trimestral;42103;;
29/08/2019;;Plazas de estacionamiento para personas de movilidad reducida;Transporte;;5727;1006;,CSV,XLS;Anual;43663;;
29/08/2019;;Policía Municipal. Datos estadísticos actuaciones Policía Municipal;Seguridad;;24392;1222;,XLS;Mensual;42103;;
29/08/2019;;Pozos de alcantarillado: desratización y desinsectación;Salud;;140;3;,CSV,PDF,XLS,ZIP;Anual;41710;;
29/08/2019;;Presupuestos. Ejecución mensual ejercicio en curso (2019);Hacienda;;623;3;,XLS;Mensual;43432;;
29/08/2019;;Presupuestos. Históricos ejecución 2011-2018;Hacienda;;24587;10812;,XLS;Anual;42039;;
29/08/2019;;Presupuestos. Históricos generales 2011-2018;Hacienda;;9567;1311;,XLS;Anual;41710;;
29/08/2019;;Presupuestos. Presupuesto general 2019;Hacienda;;728;5;,XLS;Anual;42446;;
29/08/2019;;Principales parques y jardines municipales;Medio ambiente;;9364;858;,CSV,GEO,JSON,RDF,API;Anual;43663;;
29/08/2019;;Próximas carreras urbanas;Deporte;;8421;4;,CSV,GEO,JSON,RDF,API;Diaria;43388;;
29/08/2019;;Publicidad institucional;Sector público;;3164;444;,XLS;Semestral;42446;;
29/08/2019;;Puntos de atención a mujeres;Sociedad y bienestar;;2350;631;,CSV,GEO,JSON,RDF,API;Sin definir;43432;;
29/08/2019;;Puntos de información turística;Turismo;;3525;1248;,CSV,GEO,JSON,RDF,API;Anual;42129;;
29/08/2019;;Puntos de interés de transporte para navegadores (estaciones de metro, cercanías, autobuses, taxi);Urbanismo e infraestructuras;;20495;1017;,GPX,RDF;Trimestral;42103;;
29/08/2019;;Puntos de Interés turístico de la ciudad de Madrid. Qué visitar en Madrid (www.esmadrid.com);Turismo;;1679;377;,XML;Diaria;42471;;
29/08/2019;;Puntos de Recarga de vehículos eléctricos de acceso público;Transporte;;2552;1019;,XLS;Anual;43690;;
29/08/2019;;Puntos Limpios de Proximidad;Medio ambiente;;5469;17;,CSV,XLS;Trimestral;43024;;
29/08/2019;;Puntos Limpios Fijos;Medio ambiente;;51883;1121;,CSV,GEO,JSON,RDF,API;Semestral;43655;;
29/08/2019;;Puntos Limpios Móviles ;Medio ambiente;;9843;79;,CSV,XLS;Anual;42103;;
29/08/2019;;Radares ;Seguridad;;10103;340;,CSV,XLS;Sin definir;43549;;
29/08/2019;;Ranking de vulnerabilidad de los distritos y barrios de Madrid;Sector público;;621;18;,XLS;Anual;42696;;
29/08/2019;;Recogida de residuos;Medio ambiente;;1450;9;,XLS;Trimestral;42471;;
29/08/2019;;Reconocimiento de compatibilidad de los funcionarios;Sector público;;3820;484;,XLS;Semestral;42352;;
29/08/2019;;Red de datos del Ayuntamiento de Madrid;Sector público;;191;6;,XLS;Anual;41710;;
29/08/2019;;Red topográfica de Madrid;Urbanismo e infraestructuras;;880;17;,CSV,ZIP;Anual;43549;;
29/08/2019;;Regalos incorporados al patrimonio del Ayuntamiento de Madrid;Sector público;;275;6;,XLS;Sin definir;43560;;
29/08/2019;;Registro de actividades de tratamiento de datos personales;Sector público;;152;6;,XLS;Mensual;43434;;
29/08/2019;;Registro de animales potencialmente peligrosos ;Salud;;239;7;,XLS;Semestral;43432;;
29/08/2019;;Registro de Lobbies;Sector público;;180;5;,XLS;Trimestral;41905;;
29/08/2019;;Relación de autorizaciones administrativas que permitan la ocupación de vías y espacios de dominio público municipal, promovidas por otras Administraciones Públicas ;Urbanismo e infraestructuras;;14;0;,XLS;Anual;43679;;
29/08/2019;;Relación de licencias de obras en vía pública;Urbanismo e infraestructuras;;16;0;,XLS;Anual;43679;;
29/08/2019;;Relación de los edificios declarados en ruina legal y física;Urbanismo e infraestructuras;;28;0;,XLS;Anual;43689;;
29/08/2019;;Relación de Puestos de Trabajo (RPT) del Ayuntamiento de Madrid y Organismos Autónomos 2017 (1 de  junio 2017);Sector público;;351;9;,CSV;Trimestral;42900;;
29/08/2019;;Relación de Puestos de Trabajo (RPT) del Ayuntamiento de Madrid y Organismos Autónomos 2017 (14 de  noviembre 2017);Sector público;;235;7;,CSV;Trimestral;43060;;
29/08/2019;;Relación de Puestos de Trabajo (RPT) del Ayuntamiento de Madrid y Organismos Autónomos 2017 (16 de  agosto 2017);Sector público;;250;9;,CSV;Trimestral;42968;;
29/08/2019;;Relación de Puestos de Trabajo (RPT) del Ayuntamiento de Madrid y Organismos Autónomos 2018;Sector público;;1026;14;,CSV;Trimestral;43153;;
29/08/2019;;Relación de Puestos de Trabajo (RPT) del Ayuntamiento de Madrid y Organismos Autónomos 2019;Sector público;;130;3;,CSV;Trimestral;43560;;
29/08/2019;;Relación de Puestos de Trabajo (RPT) del Ayuntamiento de Madrid y sus Organismos Autónomos 2015;Sector público;;7083;741;,CSV;Sin definir;42348;;
29/08/2019;;Relación de Puestos de Trabajo (RPT) del Ayuntamiento de Madrid y sus Organismos Autónomos 2016;Sector público;;5838;355;,CSV;Trimestral;42472;;
29/08/2019;;Relación de Puestos de Trabajo (RPT) del Ayuntamiento de Madrid y sus Organismos Autónomos 2017 (1 de marzo 2017);Sector público;;2750;66;,CSV;Trimestral;42802;;
29/08/2019;;Residencias de ancianos y apartamentos tutelados existentes en la ciudad de Madrid (datos georreferenciados);Sociedad y bienestar;;5906;358;,CSV,GEO,JSON,RDF,API;Sin definir;43514;;
29/08/2019;;Restaurantes con perfil turístico de la ciudad de Madrid (www.esmadrid.com);Turismo;;2079;305;,XML;Diaria;42471;;
29/08/2019;;Retirada de vehículos en vía pública. Grúa municipal;Seguridad;;1872;9;,XML;Trimestral;41710;;
29/08/2019;;Retribuciones de concejales, directivos y eventuales del Ayuntamiento de Madrid;Sector público;;9063;574;,XLS;Trimestral;43245;;
29/08/2019;;Retribuciones del personal funcionario del Ayuntamiento de Madrid;Sector público;;29116;53;,XLS;Trimestral;42843;;
29/08/2019;;Salas de espectáculos artísticos: teatros, cines, filmotecas, auditorios y salas de conciertos;Cultura y ocio;;7440;869;,CSV,GEO,JSON,RDF,API;Anual;41710;;
29/08/2019;;Salas de estudio y lectura;Educación;;1921;405;,CSV,GEO,JSON,RDF,API;Anual;43434;;
29/08/2019;;Sanciones firmes y medidas de restablecimiento de la legalidad en relación con obras en vía pública;Urbanismo e infraestructuras;;20;0;,XLS;Anual;43690;;
29/08/2019;;Sanciones firmes y medidas de restablecimiento de la legalidad sobre inmuebles ;Urbanismo e infraestructuras;;749;5;,XLS;Trimestral;41936;;
29/08/2019;;Sedes. Administración Central;Sector público;;2047;757;,CSV,GEO,JSON,RDF,API;Anual;42039;;
29/08/2019;;Sedes. Administración de Justicia ;Sector público;;2464;762;,CSV,GEO,JSON,RDF,API;Anual;42471;;
29/08/2019;;Sedes. Bibliotecas Especializadas Universitarias y Nacionales;Cultura y ocio;;2347;768;,CSV,GEO,JSON,RDF,API;Anual;43670;;
29/08/2019;;Sedes. Centros con Espacios Deportivos;Deporte;;3152;702;,CSV,GEO,JSON,RDF,API;Anual;43434;;
29/08/2019;;Sedes. Centros de Atención Médica;Sociedad y bienestar;;31304;748;,CSV,GEO,JSON,RDF,XML,API;Anual;43343;;
29/08/2019;;Sedes. Centros de Atención Social;Sociedad y bienestar;;2463;969;,CSV,GEO,JSON,RDF,API;Anual;41710;;
29/08/2019;;Sedes. Centros de Educación;Educación;;4144;710;,CSV,GEO,JSON,RDF,API;Anual;42738;;
29/08/2019;;Sedes. Centros de Enseñanza;Educación;;19040;733;,CSV,GEO,JSON,RDF,API;Anual;42843;;
29/08/2019;;Sedes. Comunidad de Madrid;Sector público;;3202;696;,CSV,GEO,JSON,RDF,API;Anual;42738;;
29/08/2019;;Sedes. Institutos de Investigación;Ciencia y tecnología;;2312;782;,CSV,GEO,JSON,RDF,API;Anual;41844;;
29/08/2019;;Sedes. Oficinas de Correos;Sector público;;2191;722;,CSV,GEO,JSON,RDF,API;Anual;41905;;
29/08/2019;;Sedes. Oficinas de elaboración de  DNI y Pasaporte;Sector público;;1553;693;,CSV,GEO,JSON,RDF,API;Anual;43549;;
29/08/2019;;Sedes. Oficinas de la Agencia Tributaria Estatal;Sector público;;1545;773;,CSV,GEO,JSON,RDF,API;Anual;42103;;
29/08/2019;;Señalización vertical;Urbanismo e infraestructuras;;170;5;,XLS;Semestral;43487;;
29/08/2019;;Sondeo de la valoración y concienciación ciudadana sobre limpieza urbana en la ciudad de Madrid (serie) ;Medio ambiente;;120;4;,XLS;Sin definir;42471;;
29/08/2019;;Sondeo de opinión ciudadana sobre la percepción de seguridad en el distrito de Villaverde;Seguridad;;38;1;,XLS;Sin definir;41976;;
29/08/2019;;Sondeo Madrid Central (serie);Transporte;;98;5;,XLS;Sin definir;42738;;
29/08/2019;;Sondeo sobre la Consulta Ciudadana organizada por el Ayuntamiento de Madrid en febrero de 2017;Sector público;;46;4;,XLS;Sin definir;41841;;
29/08/2019;;Sondeo sobre las medidas especiales de tráfico en Gran Vía y otras calles de Madrid en Navidad (serie);Transporte;;82;4;,XLS;Sin definir;41710;;
29/08/2019;;Subvenciones;Sector público;;2708;2;,XLS;Trimestral;42334;;
29/08/2019;;Sugerencias y reclamaciones (tributarias y generales);Sector público;;2432;448;,XLS;Mensual;42446;;
29/08/2019;;Superficie de parques y zonas verdes de Madrid ;Medio ambiente;;482;6;,XLS;Anual;42471;;
29/08/2019;;Taxi. Datos diarios de flota de vehículos;Transporte;;1948;13;,XLS;Diaria;42471;;
29/08/2019;;Taxi. Datos históricos de flota de vehículos;Transporte;;940;6;,XLS;Mensual;43434;;
29/08/2019;;Taxi. Modelos de vehículos autorizados;Transporte;;5776;885;,XLS;Diaria;41984;;
29/08/2019;;Taxi. Objetos perdidos;Transporte;;532;11;,XLS;Mensual;41816;;
29/08/2019;;Taxi. Reservas de paradas en vía pública;Transporte;;371454;680;,CSV,GEO,XLS;Anual;42237;;
29/08/2019;;Taxi. Situación y Gestión;Transporte;;6116;1001;,XLS;Mensual;41947;;
29/08/2019;;Taxi. Situación y Gestión. Histórico;Transporte;;692;4;,CSV;Anual;43376;;
29/08/2019;;Taxi. Tarifas, suplementos, municipios, paradas eventuales, régimen de descanso y duración del servicio ;Transporte;;128608;7;,CSV;Anual;43024;;
29/08/2019;;Teleférico de Madrid. Número de usuarios;Transporte;;117;5;,XLS;Trimestral;43614;;
29/08/2019;;Teléfonos y otros dispositivos móviles corporativos;Sector público;;663;10;,XLS;Trimestral;42237;;
29/08/2019;;Templos e iglesias católicas;Cultura y ocio;;6164;646;,CSV,GEO,JSON,RDF,API;Anual;43319;;
29/08/2019;;Templos e iglesias no católicas;Cultura y ocio;;3015;616;,CSV,GEO,JSON,RDF,API;Anual;42843;;
29/08/2019;;Tiendas, comercios y mercados con perfil turístico de la ciudad de Madrid (www.esmadrid.com);Turismo;;1267;303;,XML;Diaria;42471;;
29/08/2019;;Tipos de residuos y donde depositarlos;Medio ambiente;;2038;34;,XLS;Anual;43690;;
29/08/2019;;Tráfico Calle 30. Cámaras;Transporte;;1562;644;,XML;Tiempo real;42103;;
29/08/2019;;Tráfico Calle 30. Datos de tráfico y estado del tráfico tiempo real (M-30);Transporte;;51081;1054;,XML;Tiempo real;42103;;
29/08/2019;;Tráfico Calle 30. Estimaciones de tráfico entre entradas y salidas (Webservice);Transporte;;868;640;,XML;Tiempo real;42110;;
29/08/2019;;Tráfico Calle 30. Estimaciones de tráfico entre las diferentes entradas y salidas;Transporte;;1686;668;,XML;Tiempo real;42103;;
29/08/2019;;Tráfico Calle 30. Histórico de datos de usuarios que han circulado desde 2013;Transporte;;1044;684;,XML;Diaria;42110;;
29/08/2019;;Tráfico Calle 30. Histórico de incidencias y accidentes;Urbanismo e infraestructuras;;1440;10;,XLS;Anual;42738;;
29/08/2019;;Tráfico Calle 30. Histórico de trabajos planificados;Urbanismo e infraestructuras;;120;6;,XLS;Anual;41710;;
29/08/2019;;Tráfico Calle 30. Incidencias;Transporte;;815;688;,XML;Tiempo real;42103;;
29/08/2019;;Tráfico Calle 30. Trabajos planificados en tiempo real;Transporte;;522;706;,XML;Tiempo real;42103;;
29/08/2019;;Tráfico. Cabezas semáforos;Transporte;;1394;939;,CSV,SHP,ZIP;Mensual;42446;;
29/08/2019;;Tráfico. Cámaras;Transporte;;155068;1175;,KML;Tiempo real;41710;;
29/08/2019;;Tráfico. Carriles bus;Transporte;;883;662;,KML;Semestral;41831;;
29/08/2019;;Tráfico. Cruces semaforizados;Transporte;;355;4;,CSV,GEO,XLS;Mensual;43434;;
29/08/2019;;Tráfico. Datos del tráfico en tiempo real;Transporte;;826085;1155;,XML;Tiempo real;41710;;
29/08/2019;;Tráfico. Histórico de datos del tráfico desde 2013;Transporte;;23107;705;,ZIP;Mensual;42471;;
29/08/2019;;Tráfico. Incidencias en vía pública;Transporte;;62080;889;,XML;Tiempo real;41710;;
29/08/2019;;Tráfico. Incidencias en vía pública. Mapa;Transporte;;843986;749;,KML;Tiempo real;41859;;
29/08/2019;;Tráfico. Información en paneles informativos de información variable en superficie;Transporte;;782;815;,XML;Tiempo real;41710;;
29/08/2019;;Tráfico. Intensidad media diaria anual por tramos;Transporte;;8477;815;,KMZ,SHP,XLS;Sin definir;43690;;
29/08/2019;;Tráfico. Intensidad y velocidad media en días laborables;Transporte;;2519;979;,XLS;Anual;41744;;
29/08/2019;;Tráfico. Mapa de tramas de intensidad del tráfico;Transporte;;3134916;994;,KML;Tiempo real;41859;;
29/08/2019;;Tráfico. Paneles información variable, ubicación;Transporte;;513;745;,CSV,SHP,ZIP;Anual;43060;;
29/08/2019;;Tráfico. Semáforos apagados o en destellos en tiempo real;Transporte;;1215;836;,XML;Tiempo real;41710;;
29/08/2019;;Tráfico. Semáforos con avisadores acústicos;Transporte;;2225;4941;,CSV,GEO,XLS;Mensual;43679;;
29/08/2019;;Tráfico. Semáforos con control Foto-Rojo;Seguridad;;56148;1142;,CSV,XLS;Anual;43245;;
29/08/2019;;Tráfico. Semáforos que no comunican;Transporte;;663;854;,XML;Tiempo real;41862;;
29/08/2019;;Tráfico. Ubicación de los puntos de medida del tráfico;Transporte;;68065;1042;,CSV,SHP,ZIP;Anual;42129;;
29/08/2019;;Tráfico. Velocidad media diaria anual por tramos;Transporte;;126;2;,KMZ,XLS;Sin definir;43670;;
29/08/2019;;Unidades Integrales de Distrito de Policía Municipal;Seguridad;;4354;1130;,CSV,GEO,JSON,RDF,API;Anual;43655;;
29/08/2019;;Universidades, colegios mayores, residencias universitarias y otros;Educación;;20823;718;,CSV,GEO,JSON,RDF,API;Anual;41710;;
29/08/2019;;Urgencias atendidas desde los Servicios Sociales del Ayuntamiento de Madrid;Sociedad y bienestar;;133;4;,XLS;Trimestral;41834;;
29/08/2019;;Valores catastrales de las unidades urbanas por tipo de propietario y distrito.;Hacienda;;1169;850;,XLS;Sin definir;41710;;
29/08/2019;;Viviendas en alquiler adjudicadas por la Empresa Municipal de la Vivienda y el Suelo (EMVS);Vivienda;;840;12;,XLS;Anual;42808;;
29/08/2019;;Volumen de agua regenerada en las plantas regeneradoras de agua residual;Medio ambiente;;501;7;,XLS;Trimestral;43432;;
29/08/2019;;Voluntarios y voluntarias del Ayuntamiento de Madrid. ;Sociedad y bienestar;;834;688;,XLS;Semestral;43670;;
29/08/2019;;Voluntarios y voluntarias del Ayuntamiento de Madrid. Histórico;Sociedad y bienestar;;111;5;,XLS;Mensual;43670;;
29/08/2019;;Zona de bajas emisiones - Madrid Central ;Transporte;;19955;78;,GEO,ZIP;Anual;0/0/0;;
29/08/2019;;Zonas del Servicio de Estacionamiento Regulado SER;Urbanismo e infraestructuras;;11994;897;,TXT;Mensual;42348;;
29/08/2019;;Zonas SER. Distintivos y parquímetros;Transporte;;5061;366;,CSV,KMZ,XLS;Anual;43549;;
