desc_epigrafe,id_local,id_epigrafe,id_distrito_local,desc_distrito_local,total_local_act,total_locales,target,total_ab_dist_17_19,part_ab_dist_17_19,desc_tipo_agrup,lat,lon,id_act_normdesc_act_norm,rotulo,points_in_radius,Población,Hombre,Mujeres,Densidad (Habitantes / Ha.),Edad promedio,Total Hogares,Españoles,Extranjeros,Mixtos,España fuera barrio dia laboral,Extranjero fuera barrio dia laboral,Total fuera barrio dia laboral,España fuera barrio fin semana,Extranjero fuera barrio fin semana,Total fuera barrio fin semana,Total barrio dia laboral,Total barrio fin semana,Total trabajo dia laboral,Total trabajo fin semana,total_TF_week,ratio_t_total,ratio_fb_total,ratio_b_total,dist_type
COMERCIO AL POR MENOR DE CHARCUTERIA,270362525,472202,6,TETUAN              ,564,7351,0,1909,164,Mercado Municipal,40.449127898592565,-3.7034515223818607,,SALCHICHERIA JAMONERIA / CJ 286-287,23,126616,55812,70804,293.85131789663325,44.126743574968835,66428,52604,5486,8338,902378,58431,960809,350653,24560,375213,702135,272007,258756,74733,2643653,0.1261470397211737,0.5053696532790045,0.36848330699982185,3
ACTIVIDADES DE LOS GIMNASIOS,270362618,931008,6,TETUAN              ,564,7351,0,1909,164,SIN AGRUPACION,40.44709351837845,-3.69721579034008,,"THE SHAPE SQUAD, S.L.",12,126616,55812,70804,293.85131789663325,44.126743574968835,66428,52604,5486,8338,902378,58431,960809,350653,24560,375213,702135,272007,258756,74733,2643653,0.1261470397211737,0.5053696532790045,0.36848330699982185,3
"COMERCIO AL POR MENOR DE AVES, HUEVOS Y CAZA SIN OBRADOR",270362772,472206,17,VILLAVERDE          ,359,5187,0,1055,96,SIN AGRUPACION,40.35230237392946,-3.6968045075176725,,POLLERIA ROJAS,5,109865,51143,58722,73.74977753301111,42.076976552057594,53333,42193,4233,6907,576784,23692,600476,217438,6333,223771,647093,253595,136472,39626,1901033,0.09263279490676911,0.43357848075230676,0.4737887243409241,3
"COMERCIO AL POR MENOR DE AVES, HUEVOS Y CAZA SIN OBRADOR",270362773,472206,12,USERA               ,297,4315,0,885,50,Mercado Municipal,40.387090577677675,-3.7065525097098844,,POLLERIA SOTERO,17,103934,47577,56357,179.35983649120402,42.261901348376554,49780,38566,4729,6485,479972,11200,491172,187803,3564,191367,575863,225391,112705,33023,1629521,0.08942996131992162,0.4188586707382108,0.4917113679418676,2
CENTROS DE CUIDADO INFANTIL,270363128,851003,8,FUENCARRAL-EL PARDO ,436,6319,0,1169,140,SIN AGRUPACION,40.48849490393081,-3.7067883316381396,,JARDIN INFANCIA BURBUJAS,1,182875,83651,99224,10.344041595151552,42.86763121847265,90495,80186,3361,6948,1156001,60535,1216536,405805,19866,425671,1019418,394649,376816,104233,3537323,0.13599238746362716,0.46425135618093116,0.39975625635544165,3
ESTABLECIMIENTOS DE VENTA DE PLATOS PREPARADOS CON OBRADOR,270363323,472407,11,CARABANCHEL         ,578,8645,0,1601,129,SIN AGRUPACION,40.38687641147896,-3.7294656418414944,,MIS TRADICIONES,3,192933,87414,105519,180.12123417536486,43.44155074296578,95680,76412,7403,11865,734290,17628,751918,299696,7605,307301,1093869,427359,185512,55260,2821219,0.0853432505594213,0.3754472800587264,0.5392094693818523,2
COMERCIO AL POR MENOR DE CHARCUTERIA,270363563,472202,18,VILLA DE VALLECAS   ,436,3969,1,810,116,Galeria de Alimentacion,40.38022149997108,-3.6191163691374557,,LOS TACOS,9,80303,38094,42209,21.45753346296379,38.82560940273067,42237,36420,2346,3471,513543,23743,537286,207706,7384,215090,435453,170398,116901,35835,1510963,0.10108520195398564,0.4979446882551062,0.4009701097909082,3
COMERCIO AL POR MENOR DE COMPLEMENTOS Y ALIMENTOS PARA ANIMALES DE COMPAÑIA,270363885,477602,7,CHAMBERI            ,487,7476,0,1713,142,SIN AGRUPACION,40.443787136832555,-3.697228792343276,,PLANETA TIERRA,1,113794,48644,65150,298.0177108660312,46.344687625494934,62013,52438,3985,5590,1259219,86168,1345387,527514,39454,566968,601482,231027,317615,90215,3152694,0.12935920834689316,0.6065780567349701,0.2640627349181367,3
CENTROS DE JUEGOS O CELEBRACIONES INFANTILES SIN COCINA,270363992,932002,2,ARGANZUELA          ,394,5522,1,1306,108,SIN AGRUPACION,40.3871285806466,-3.6867712737921234,,EL COFRE DE LOS TESOROS,0,123013,56064,66949,238.04674780455818,44.5454007670801,65005,56759,2798,5448,900033,45873,945906,359245,18421,377666,655916,254049,190696,55740,2479973,0.09937043669427047,0.533704197586022,0.3669253657197074,3
"COMERCIO AL POR MENOR DE PASTELERIA, CONFITERIA, REPOSTERIA CON OBRADOR-BARRA DEGUSTACION",270364627,472403,10,LATINA              ,639,6847,0,1232,143,SIN AGRUPACION,40.388314999315135,-3.766169895210352,,BOUTIQUE DEL PAN FUENTES BIELSA,2,188698,85496,103202,93.66110778143705,46.48604684363866,95217,80124,5921,9172,704219,16950,721169,286178,7104,293282,1006510,390573,168520,50249,2630303,0.08317254704115838,0.3856783800193362,0.5311490729395054,2
COMERCIO AL POR MENOR DE CHARCUTERIA,270364700,472202,17,VILLAVERDE          ,359,5187,0,1055,96,Galeria de Alimentacion,40.35094819842889,-3.688229901093189,,SALCHICHERIA,8,109865,51143,58722,73.74977753301111,42.076976552057594,53333,42193,4233,6907,576784,23692,600476,217438,6333,223771,647093,253595,136472,39626,1901033,0.09263279490676911,0.43357848075230676,0.4737887243409241,3
COMERCIO AL POR MENOR DE PESCADOS Y MARISCOS SIN OBRADOR,270364997,472302,12,USERA               ,297,4315,0,885,50,Mercado Municipal,40.38637628460987,-3.7010547916872794,,PESCADERIA,14,103934,47577,56357,179.35983649120402,42.261901348376554,49780,38566,4729,6485,479972,11200,491172,187803,3564,191367,575863,225391,112705,33023,1629521,0.08942996131992162,0.4188586707382108,0.4917113679418676,2
ESTABLECIMIENTOS DE VENTA DE PLATOS PREPARADOS CON OBRADOR,270365347,472407,7,CHAMBERI            ,487,7476,0,1713,142,SIN AGRUPACION,40.435205505607115,-3.7069613600320706,,EL CHURRO DE ORO,17,113794,48644,65150,298.0177108660312,46.344687625494934,62013,52438,3985,5590,1259219,86168,1345387,527514,39454,566968,601482,231027,317615,90215,3152694,0.12935920834689316,0.6065780567349701,0.2640627349181367,3
CENTROS DE BRONCEADO,270365799,960205,1,CENTRO              ,819,12178,0,2847,288,SIN AGRUPACION,40.41090266822371,-3.6959700988174826,,PELUQUERIA SEÑORAS Y CABALLEROS CACHET,2,115198,58027,57171,257.98517239887445,44.02638251495832,67296,50164,8979,8153,1956512,348482,2304994,960027,169516,1129543,623007,241830,363775,110026,4773175,0.09926327863528993,0.7195497755686728,0.18118694579603722,1
ESTABLECIMIENTOS DE VENTA DE PLATOS PREPARADOS CON OBRADOR,270366284,472407,5,CHAMARTIN           ,344,6351,0,1180,55,SIN AGRUPACION,40.467380313450995,-3.6884370122222823,,OLIVIER FOOD SHOP,9,114571,49918,64653,158.97257867142181,45.38897953587261,58240,49825,3021,5394,1482648,112338,1594986,530814,41799,572613,629355,242013,389699,106530,3535196,0.14036817194859919,0.6131481818829847,0.24648364616841612,1
"COMERCIO AL POR MENOR DE PASTELERIA, CONFITERIA, REPOSTERIA CON OBRADOR-BARRA DEGUSTACION",270366314,472403,6,TETUAN              ,564,7351,0,1909,164,SIN AGRUPACION,40.4594303976437,-3.702591714473864,,MISTER PAN,9,126616,55812,70804,293.85131789663325,44.126743574968835,66428,52604,5486,8338,902378,58431,960809,350653,24560,375213,702135,272007,258756,74733,2643653,0.1261470397211737,0.5053696532790045,0.36848330699982185,3
REPARACION DE OTROS EFECTOS PERSONALES Y ARTICULOS DE USO DOMESTICO N.C.O.P.,270366396,952005,15,CIUDAD LINEAL       ,560,7866,0,1573,137,SIN AGRUPACION,40.439616276776206,-3.6442917894862563,,SHARP PLAYSONIC,3,170119,74888,95231,189.2841722667537,45.78314144356489,86658,72561,4778,9319,865594,33932,899526,326400,13194,339594,942029,364977,257604,71543,2875273,0.11447504289157934,0.4309573386596681,0.45456761844875254,3
ESTABLECIMIENTOS DE VENTA DE PLATOS PREPARADOS CON OBRADOR,270366410,472407,8,FUENCARRAL-EL PARDO ,436,6319,1,1169,140,SIN AGRUPACION,40.477558958903124,-3.702190667851043,,PANADERIA Y BOLLERIA,5,182875,83651,99224,10.344041595151552,42.86763121847265,90495,80186,3361,6948,1156001,60535,1216536,405805,19866,425671,1019418,394649,376816,104233,3537323,0.13599238746362716,0.46425135618093116,0.39975625635544165,3
COMERCIO AL POR MENOR DE PESCADOS Y MARISCOS SIN OBRADOR,270366524,472302,6,TETUAN              ,564,7351,0,1909,164,Mercado Municipal,40.449127898592565,-3.7034515223818607,,PESCADERIA / CJ 228-229,22,126616,55812,70804,293.85131789663325,44.126743574968835,66428,52604,5486,8338,902378,58431,960809,350653,24560,375213,702135,272007,258756,74733,2643653,0.1261470397211737,0.5053696532790045,0.36848330699982185,3
ESTABLECIMIENTOS DE VENTA DE PLATOS PREPARADOS CON OBRADOR,270366731,472407,15,CIUDAD LINEAL       ,560,7866,0,1573,137,Mercado Municipal,40.43348209273606,-3.656942630920073,,HERMANOS BUENO                                    ,9,170119,74888,95231,189.2841722667537,45.78314144356489,86658,72561,4778,9319,865594,33932,899526,326400,13194,339594,942029,364977,257604,71543,2875273,0.11447504289157934,0.4309573386596681,0.45456761844875254,3
"COMERCIO AL POR MENOR DE AVES, HUEVOS Y CAZA SIN OBRADOR",270366871,472206,19,VICALVARO           ,120,1657,0,498,43,Galeria de Alimentacion,40.4037417469837,-3.6076883874209513,,HUEVOS,6,51522,24422,27100,20.45156347471647,40.752017303053314,26232,22752,1468,2012,597268,12603,609871,230973,3973,234946,355263,139443,133454,39459,1512436,0.11432748228685378,0.5585803300106583,0.3270921877024879,3
"COMERCIO AL POR MENOR DE AVES, HUEVOS Y CAZA SIN OBRADOR",270366878,472206,10,LATINA              ,639,6847,0,1232,143,SIN AGRUPACION,40.39846797228404,-3.7743331577786474,,HUEVOS GRANJA LA MATILLA,2,188698,85496,103202,93.66110778143705,46.48604684363866,95217,80124,5921,9172,704219,16950,721169,286178,7104,293282,1006510,390573,168520,50249,2630303,0.08317254704115838,0.3856783800193362,0.5311490729395054,2
COMERCIO AL POR MENOR DE COMPLEMENTOS Y ALIMENTOS PARA ANIMALES DE COMPAÑIA,270366912,477602,3,RETIRO              ,287,4050,0,865,76,SIN AGRUPACION,40.40272651945805,-3.680130102500266,,PEZ Y CIA,0,95784,42275,53509,218.3944168211749,47.04163630119255,48673,43211,1881,3581,1085546,115080,1200626,423688,52559,476247,512972,197762,222149,64114,2673870,0.10705943071278709,0.6271333310893947,0.26580723819781815,1
"COMERCIO AL POR MENOR DE PASTELERIA, CONFITERIA, REPOSTERIA CON OBRADOR-BARRA DEGUSTACION",270366942,472403,7,CHAMBERI            ,487,7476,0,1713,142,SIN AGRUPACION,40.43463918303754,-3.699350825793937,,ORIO,10,113794,48644,65150,298.0177108660312,46.344687625494934,62013,52438,3985,5590,1259219,86168,1345387,527514,39454,566968,601482,231027,317615,90215,3152694,0.12935920834689316,0.6065780567349701,0.2640627349181367,3
COMERCIO AL POR MENOR DE CARNICERIA-SALCHICHERIA,270367177,472204,17,VILLAVERDE          ,359,5187,0,1055,96,Galeria de Alimentacion,40.35866964064956,-3.6941731605295156,,CARNICERIA B. VEGA,4,109865,51143,58722,73.74977753301111,42.076976552057594,53333,42193,4233,6907,576784,23692,600476,217438,6333,223771,647093,253595,136472,39626,1901033,0.09263279490676911,0.43357848075230676,0.4737887243409241,3
COMERCIO AL POR MENOR DE CARNICERIA-SALCHICHERIA,270367179,472204,12,USERA               ,297,4315,0,885,50,Mercado Municipal,40.387090577677675,-3.7065525097098844,,CARNICERIA (PUESTO 11 Y 12),8,103934,47577,56357,179.35983649120402,42.261901348376554,49780,38566,4729,6485,479972,11200,491172,187803,3564,191367,575863,225391,112705,33023,1629521,0.08942996131992162,0.4188586707382108,0.4917113679418676,2
COMERCIO AL POR MENOR DE CHARCUTERIA,270367273,472202,11,CARABANCHEL         ,578,8645,0,1601,129,SIN AGRUPACION,40.37630972170941,-3.7364196070179436,,SUMA SUPERMERCADOS,0,192933,87414,105519,180.12123417536486,43.44155074296578,95680,76412,7403,11865,734290,17628,751918,299696,7605,307301,1093869,427359,185512,55260,2821219,0.0853432505594213,0.3754472800587264,0.5392094693818523,2
COMERCIO AL POR MENOR DE PAN Y PRODUCTOS DE PANADERIA Y BOLLERIA SIN OBRADOR,270367425,472402,1,CENTRO              ,819,12178,0,2847,288,SIN AGRUPACION,40.422922320179,-3.6972020397978915,,CARREFOUR EXPRESS,12,115198,58027,57171,257.98517239887445,44.02638251495832,67296,50164,8979,8153,1956512,348482,2304994,960027,169516,1129543,623007,241830,363775,110026,4773175,0.09926327863528993,0.7195497755686728,0.18118694579603722,1
COMERCIO AL POR MENOR DE COMPLEMENTOS Y ALIMENTOS PARA ANIMALES DE COMPAÑIA,270367504,477602,17,VILLAVERDE          ,359,5187,0,1055,96,SIN AGRUPACION,40.34578444799936,-3.707899744709217,,PAJARERIA SIERRA,1,109865,51143,58722,73.74977753301111,42.076976552057594,53333,42193,4233,6907,576784,23692,600476,217438,6333,223771,647093,253595,136472,39626,1901033,0.09263279490676911,0.43357848075230676,0.4737887243409241,3
COMERCIO AL POR MENOR DE JUEGOS Y JUGUETES,270368095,476501,16,HORTALEZA           ,310,4554,0,708,70,Centro Comercial,40.47193256519845,-3.635976987657674,,ASESORIA,0,139147,64183,74964,68.66106331024388,42.279377161159836,70099,60925,3357,5817,890662,54757,945419,323033,20900,343933,765169,293485,317144,85897,2751047,0.14650458534514313,0.4686768346742168,0.3848185799806401,3
COMERCIO AL POR MENOR DE CHARCUTERIA,270368748,472202,15,CIUDAD LINEAL       ,560,7866,0,1573,137,Mercado Municipal,40.43348209273606,-3.656942630920073,,CARNICERIA PAREDES / PUESTOS 248 A 250,12,170119,74888,95231,189.2841722667537,45.78314144356489,86658,72561,4778,9319,865594,33932,899526,326400,13194,339594,942029,364977,257604,71543,2875273,0.11447504289157934,0.4309573386596681,0.45456761844875254,3
COMERCIO AL POR MENOR DE CARNICERIA-SALCHICHERIA,270368845,472204,8,FUENCARRAL-EL PARDO ,436,6319,0,1169,140,Galeria de Alimentacion,40.481249602430395,-3.7188173181317037,,CARNICERIA B. ALONSO E HIJOS,4,182875,83651,99224,10.344041595151552,42.86763121847265,90495,80186,3361,6948,1156001,60535,1216536,405805,19866,425671,1019418,394649,376816,104233,3537323,0.13599238746362716,0.46425135618093116,0.39975625635544165,3
COMERCIO AL POR MENOR DE CHARCUTERIA,270368945,472202,11,CARABANCHEL         ,578,8645,0,1601,129,Galeria de Alimentacion,40.38147118860263,-3.7308563716871728,,INCARAL SL/CHARCUTERIA,8,192933,87414,105519,180.12123417536486,43.44155074296578,95680,76412,7403,11865,734290,17628,751918,299696,7605,307301,1093869,427359,185512,55260,2821219,0.0853432505594213,0.3754472800587264,0.5392094693818523,2
COMERCIO AL POR MENOR DE PESCADOS Y MARISCOS SIN OBRADOR,270369041,472302,10,LATINA              ,639,6847,0,1232,143,SIN AGRUPACION,40.40487265259099,-3.7428233537987623,,ALIMENTACION CEBREROS 15,11,188698,85496,103202,93.66110778143705,46.48604684363866,95217,80124,5921,9172,704219,16950,721169,286178,7104,293282,1006510,390573,168520,50249,2630303,0.08317254704115838,0.3856783800193362,0.5311490729395054,2
COMERCIO AL POR MENOR DE CHARCUTERIA,270369169,472202,4,SALAMANCA           ,521,8511,0,2058,126,Mercado Municipal,40.42744104083608,-3.685789957873293,,CHARCUTERIA LA BOULETTE,10,117988,50420,67568,271.0257037844236,46.24156334674396,62951,51490,5405,6056,1299023,122121,1421144,517838,55491,573329,625927,241789,377950,111528,3351667,0.14604016449128152,0.5950689612064683,0.2588908743022502,3
COMERCIO AL POR MENOR DE PESCADOS Y MARISCOS SIN OBRADOR,270369246,472302,2,ARGANZUELA          ,394,5522,0,1306,108,Centro Comercial,40.400792275743264,-3.6978340420713676,,MERCADONA,18,123013,56064,66949,238.04674780455818,44.5454007670801,65005,56759,2798,5448,900033,45873,945906,359245,18421,377666,655916,254049,190696,55740,2479973,0.09937043669427047,0.533704197586022,0.3669253657197074,3
COMERCIO AL POR MENOR DE PESCADOS Y MARISCOS SIN OBRADOR,270369265,472302,3,RETIRO              ,287,4050,0,865,76,SIN AGRUPACION,40.42137113265536,-3.6762274853684143,,LA PLAZA,15,95784,42275,53509,218.3944168211749,47.04163630119255,48673,43211,1881,3581,1085546,115080,1200626,423688,52559,476247,512972,197762,222149,64114,2673870,0.10705943071278709,0.6271333310893947,0.26580723819781815,1
COMERCIO AL POR MENOR DE CHARCUTERIA,270369555,472202,15,CIUDAD LINEAL       ,560,7866,0,1573,137,Galeria de Alimentacion,40.42238138947389,-3.6540409986877433,,JAMONERIA PEREZ SALCHICHERIA,2,170119,74888,95231,189.2841722667537,45.78314144356489,86658,72561,4778,9319,865594,33932,899526,326400,13194,339594,942029,364977,257604,71543,2875273,0.11447504289157934,0.4309573386596681,0.45456761844875254,3
COMERCIO AL POR MENOR DE CARNICERIA,270369588,472201,1,CENTRO              ,819,12178,0,2847,288,Mercado Municipal,40.4268475079295,-3.6991641322671356,,CARNICERIA JUAN,7,115198,58027,57171,257.98517239887445,44.02638251495832,67296,50164,8979,8153,1956512,348482,2304994,960027,169516,1129543,623007,241830,363775,110026,4773175,0.09926327863528993,0.7195497755686728,0.18118694579603722,1
TRATAMIENTO HIGIENICO DE ANIMALES (PELUQUERIAS),270369716,960902,12,USERA               ,297,4315,0,885,50,SIN AGRUPACION,40.37025523443474,-3.707590112753963,,KANYCAT,0,103934,47577,56357,179.35983649120402,42.261901348376554,49780,38566,4729,6485,479972,11200,491172,187803,3564,191367,575863,225391,112705,33023,1629521,0.08942996131992162,0.4188586707382108,0.4917113679418676,2
"COMERCIO AL POR MENOR DE  PASTELERIA, CONFITERIA, REPOSTERIA CON OBRADOR-SIN BARRA DEGUSTACION",270369871,472404,8,FUENCARRAL-EL PARDO ,436,6319,0,1169,140,SIN AGRUPACION,40.4776217196162,-3.6992537194535755,,PASTELERIA CALA-BONA,3,182875,83651,99224,10.344041595151552,42.86763121847265,90495,80186,3361,6948,1156001,60535,1216536,405805,19866,425671,1019418,394649,376816,104233,3537323,0.13599238746362716,0.46425135618093116,0.39975625635544165,3
COMERCIO AL POR MENOR DE PAN Y PRODUCTOS DE PANADERIA Y BOLLERIA SIN OBRADOR,270370108,472402,4,SALAMANCA           ,521,8511,0,2058,126,SIN AGRUPACION,40.424625983805804,-3.6695760891805462,,PASTELERIA MIGUEL,3,117988,50420,67568,271.0257037844236,46.24156334674396,62951,51490,5405,6056,1299023,122121,1421144,517838,55491,573329,625927,241789,377950,111528,3351667,0.14604016449128152,0.5950689612064683,0.2588908743022502,3
CENTROS DE TATUAJE Y/O ANILLADO,270370219,960901,8,FUENCARRAL-EL PARDO ,436,6319,1,1169,140,SIN AGRUPACION,40.476925504571504,-3.7026559671905512,,BEAUTY STUDIO,6,182875,83651,99224,10.344041595151552,42.86763121847265,90495,80186,3361,6948,1156001,60535,1216536,405805,19866,425671,1019418,394649,376816,104233,3537323,0.13599238746362716,0.46425135618093116,0.39975625635544165,3
COMERCIO AL POR MENOR DE PAN Y PRODUCTOS DE PANADERIA Y BOLLERIA SIN OBRADOR,270370289,472402,16,HORTALEZA           ,310,4554,0,708,70,Galeria de Alimentacion,40.46009317221377,-3.647636288944045,,JAMONERIA E. VICENTE ALIMENTACION,6,139147,64183,74964,68.66106331024388,42.279377161159836,70099,60925,3357,5817,890662,54757,945419,323033,20900,343933,765169,293485,317144,85897,2751047,0.14650458534514313,0.4686768346742168,0.3848185799806401,3
ESTABLECIMIENTOS DE VENTA DE PLATOS PREPARADOS CON OBRADOR,270370324,472407,16,HORTALEZA           ,310,4554,0,708,70,SIN AGRUPACION,40.47435351932221,-3.6397041034069746,,LA CAIXA,5,139147,64183,74964,68.66106331024388,42.279377161159836,70099,60925,3357,5817,890662,54757,945419,323033,20900,343933,765169,293485,317144,85897,2751047,0.14650458534514313,0.4686768346742168,0.3848185799806401,3
REPARACION DE OTROS EFECTOS PERSONALES Y ARTICULOS DE USO DOMESTICO N.C.O.P.,270370341,952005,7,CHAMBERI            ,487,7476,0,1713,142,SIN AGRUPACION,40.436311893925115,-3.7028109467490786,,SAT VIRIATO                                       ,11,113794,48644,65150,298.0177108660312,46.344687625494934,62013,52438,3985,5590,1259219,86168,1345387,527514,39454,566968,601482,231027,317615,90215,3152694,0.12935920834689316,0.6065780567349701,0.2640627349181367,3
COMERCIO AL POR MENOR DE CHARCUTERIA,270370368,472202,8,FUENCARRAL-EL PARDO ,436,6319,0,1169,140,Centro Comercial,40.48144831062165,-3.733107011837385,,CARNICERIA G.ALONSO SALCHICHERIA / LOC. 24-25,1,182875,83651,99224,10.344041595151552,42.86763121847265,90495,80186,3361,6948,1156001,60535,1216536,405805,19866,425671,1019418,394649,376816,104233,3537323,0.13599238746362716,0.46425135618093116,0.39975625635544165,3
CENTROS DE BRONCEADO,270370487,960205,8,FUENCARRAL-EL PARDO ,436,6319,0,1169,140,Centro Comercial,40.48144831062165,-3.733107011837385,,PELUQUEROS SISTERS,0,182875,83651,99224,10.344041595151552,42.86763121847265,90495,80186,3361,6948,1156001,60535,1216536,405805,19866,425671,1019418,394649,376816,104233,3537323,0.13599238746362716,0.46425135618093116,0.39975625635544165,3
COMERCIO AL POR MENOR DE CARNICERIA,270370578,472201,5,CHAMARTIN           ,344,6351,0,1180,55,Mercado Municipal,40.45730622362824,-3.6780852584003947,,CARNES SELECTAS DOMINGO,6,114571,49918,64653,158.97257867142181,45.38897953587261,58240,49825,3021,5394,1482648,112338,1594986,530814,41799,572613,629355,242013,389699,106530,3535196,0.14036817194859919,0.6131481818829847,0.24648364616841612,1
"COMERCIO AL POR MENOR DE  PASTELERIA, CONFITERIA, REPOSTERIA CON OBRADOR-SIN BARRA DEGUSTACION",270370778,472404,7,CHAMBERI            ,487,7476,0,1713,142,SIN AGRUPACION,40.43268101757623,-3.710236047061801,,MASA FINA,7,113794,48644,65150,298.0177108660312,46.344687625494934,62013,52438,3985,5590,1259219,86168,1345387,527514,39454,566968,601482,231027,317615,90215,3152694,0.12935920834689316,0.6065780567349701,0.2640627349181367,3
"COMERCIO AL POR MENOR DE AVES, HUEVOS Y CAZA SIN OBRADOR",270370901,472206,14,MORATALAZ           ,212,2268,0,524,59,SIN AGRUPACION,40.40200862933538,-3.646596489975124,,POLLERIA HUEVERIA,5,74594,33123,41471,155.01622021330203,47.54505913813625,37547,33714,1249,2584,306586,4929,311515,122010,2035,124045,421009,163112,80461,24059,1124201,0.0929726979428056,0.3874396126671298,0.5195876893900646,2
COMERCIO AL POR MENOR DE PAN Y PRODUCTOS DE PANADERIA Y BOLLERIA SIN OBRADOR,270370917,472402,19,VICALVARO           ,120,1657,1,498,43,SIN AGRUPACION,40.40331586085649,-3.6064235999052747,,PAN TAHONA CASTELLANA,8,51522,24422,27100,20.45156347471647,40.752017303053314,26232,22752,1468,2012,597268,12603,609871,230973,3973,234946,355263,139443,133454,39459,1512436,0.11432748228685378,0.5585803300106583,0.3270921877024879,3
COMERCIO AL POR MENOR DE PESCADOS Y MARISCOS SIN OBRADOR,270371036,472302,7,CHAMBERI            ,487,7476,0,1713,142,SIN AGRUPACION,40.43947455338528,-3.698269001531881,,COMERCIO DE ALIMENTACI0N,6,113794,48644,65150,298.0177108660312,46.344687625494934,62013,52438,3985,5590,1259219,86168,1345387,527514,39454,566968,601482,231027,317615,90215,3152694,0.12935920834689316,0.6065780567349701,0.2640627349181367,3
COMERCIO AL POR MENOR DE PESCADOS Y MARISCOS SIN OBRADOR,270372075,472302,6,TETUAN              ,564,7351,0,1909,164,SIN AGRUPACION,40.46068803259659,-3.6957285437263137,,IBEROCHINA,11,126616,55812,70804,293.85131789663325,44.126743574968835,66428,52604,5486,8338,902378,58431,960809,350653,24560,375213,702135,272007,258756,74733,2643653,0.1261470397211737,0.5053696532790045,0.36848330699982185,3
"COMERCIO AL POR MENOR DE AVES, HUEVOS Y CAZA SIN OBRADOR",270372664,472206,10,LATINA              ,639,6847,0,1232,143,SIN AGRUPACION,40.376803005198084,-3.7699976617763187,,GRANJA ALCARRIA,9,188698,85496,103202,93.66110778143705,46.48604684363866,95217,80124,5921,9172,704219,16950,721169,286178,7104,293282,1006510,390573,168520,50249,2630303,0.08317254704115838,0.3856783800193362,0.5311490729395054,2
"COMERCIO AL POR MENOR DE AVES, HUEVOS Y CAZA SIN OBRADOR",270372666,472206,8,FUENCARRAL-EL PARDO ,436,6319,1,1169,140,SIN AGRUPACION,40.47639399504999,-3.714424094787624,,GRANJA ALCARRIA,6,182875,83651,99224,10.344041595151552,42.86763121847265,90495,80186,3361,6948,1156001,60535,1216536,405805,19866,425671,1019418,394649,376816,104233,3537323,0.13599238746362716,0.46425135618093116,0.39975625635544165,3
"COMERCIO AL POR MENOR DE AVES, HUEVOS Y CAZA SIN OBRADOR",270372667,472206,11,CARABANCHEL         ,578,8645,0,1601,129,SIN AGRUPACION,40.385457866756894,-3.727258980786342,,GRANJA ALCARRIA,4,192933,87414,105519,180.12123417536486,43.44155074296578,95680,76412,7403,11865,734290,17628,751918,299696,7605,307301,1093869,427359,185512,55260,2821219,0.0853432505594213,0.3754472800587264,0.5392094693818523,2
"COMERCIO AL POR MENOR DE AVES, HUEVOS Y CAZA SIN OBRADOR",270372673,472206,2,ARGANZUELA          ,394,5522,0,1306,108,SIN AGRUPACION,40.398251936064,-3.7007771949280053,,GRANJA ALCARRRIA HUEVOS,1,123013,56064,66949,238.04674780455818,44.5454007670801,65005,56759,2798,5448,900033,45873,945906,359245,18421,377666,655916,254049,190696,55740,2479973,0.09937043669427047,0.533704197586022,0.3669253657197074,3
"COMERCIO AL POR MENOR DE AVES, HUEVOS Y CAZA SIN OBRADOR",270372674,472206,11,CARABANCHEL         ,578,8645,0,1601,129,SIN AGRUPACION,40.38257312499671,-3.730408822487078,,GRANJA ALCARRIA SL,8,192933,87414,105519,180.12123417536486,43.44155074296578,95680,76412,7403,11865,734290,17628,751918,299696,7605,307301,1093869,427359,185512,55260,2821219,0.0853432505594213,0.3754472800587264,0.5392094693818523,2
"COMERCIO AL POR MENOR DE AVES, HUEVOS Y CAZA SIN OBRADOR",270372675,472206,11,CARABANCHEL         ,578,8645,0,1601,129,SIN AGRUPACION,40.39507570396248,-3.7148605083793163,,GRANJA ALCARRIA,4,192933,87414,105519,180.12123417536486,43.44155074296578,95680,76412,7403,11865,734290,17628,751918,299696,7605,307301,1093869,427359,185512,55260,2821219,0.0853432505594213,0.3754472800587264,0.5392094693818523,2
"COMERCIO AL POR MENOR DE AVES, HUEVOS Y CAZA SIN OBRADOR",270372676,472206,9,MONCLOA-ARAVACA     ,247,4381,0,746,59,SIN AGRUPACION,40.4693097189635,-3.7221934469617572,,AVICOLA ALCARRIA,0,90577,40433,50144,25.66518061079354,44.57311824355499,45650,39013,2296,4341,1376791,74669,1451460,519152,27977,547129,533730,205283,349641,94278,3181521,0.1395304321423621,0.6281866440611268,0.23228292379651116,1
REPARACION DE OTROS EFECTOS PERSONALES Y ARTICULOS DE USO DOMESTICO N.C.O.P.,270372686,952005,10,LATINA              ,639,6847,0,1232,143,SIN AGRUPACION,40.390973591062526,-3.767390051118101,,FERGOCOLOR,2,188698,85496,103202,93.66110778143705,46.48604684363866,95217,80124,5921,9172,704219,16950,721169,286178,7104,293282,1006510,390573,168520,50249,2630303,0.08317254704115838,0.3856783800193362,0.5311490729395054,2
