desc_epigrafe,id_local,id_epigrafe,id_distrito_local,desc_distrito_local,total_local_act,total_locales,target,total_ab_dist_17_19,part_ab_dist_17_19,desc_tipo_agrup,lat,lon,id_act_normdesc_act_norm,rotulo,points_in_radius,Población,Hombre,Mujeres,Densidad (Habitantes / Ha.),Edad promedio,Total Hogares,Españoles,Extranjeros,Mixtos,España fuera barrio dia laboral,Extranjero fuera barrio dia laboral,Total fuera barrio dia laboral,España fuera barrio fin semana,Extranjero fuera barrio fin semana,Total fuera barrio fin semana,Total barrio dia laboral,Total barrio fin semana,Total trabajo dia laboral,Total trabajo fin semana,total_TF_week,ratio_t_total,ratio_fb_total,ratio_b_total,dist_type
"COMERCIO AL POR MENOR DE PASTELERIA, CONFITERIA, REPOSTERIA CON OBRADOR-BARRA DEGUSTACION",10000102,472403,1,CENTRO              ,819,12178,0,2847,288,SIN AGRUPACION,40.41664231038933,-3.704763360689186,,LA MALLORQUINA,13,115198,58027,57171,257.98517239887445,44.02638251495832,67296,50164,8979,8153,1956512,348482,2304994,960027,169516,1129543,623007,241830,363775,110026,4773175,0.09926327863528993,0.7195497755686728,0.18118694579603722,1
"COMERCIO AL POR MENOR DE AVES, HUEVOS Y CAZA SIN OBRADOR",10000162,472206,1,CENTRO              ,819,12178,0,2847,288,Mercado Municipal,40.4268475079295,-3.6991641322671356,,POLLERIAS RODRIGUEZ & MARTINEZ,5,115198,58027,57171,257.98517239887445,44.02638251495832,67296,50164,8979,8153,1956512,348482,2304994,960027,169516,1129543,623007,241830,363775,110026,4773175,0.09926327863528993,0.7195497755686728,0.18118694579603722,1
COMERCIO AL POR MENOR DE CARNICERIA,10000224,472201,1,CENTRO              ,819,12178,0,2847,288,Mercado Municipal,40.40769412880965,-3.703644684710999,,SIN ROTULO,15,115198,58027,57171,257.98517239887445,44.02638251495832,67296,50164,8979,8153,1956512,348482,2304994,960027,169516,1129543,623007,241830,363775,110026,4773175,0.09926327863528993,0.7195497755686728,0.18118694579603722,1
COMERCIO AL POR MENOR DE CARNICERIA,10000226,472201,1,CENTRO              ,819,12178,0,2847,288,Mercado Municipal,40.41144392055849,-3.698839681303274,,CARNICERIA M LOPEZ,12,115198,58027,57171,257.98517239887445,44.02638251495832,67296,50164,8979,8153,1956512,348482,2304994,960027,169516,1129543,623007,241830,363775,110026,4773175,0.09926327863528993,0.7195497755686728,0.18118694579603722,1
COMERCIO AL POR MENOR DE CARNICERIA,10000238,472201,1,CENTRO              ,819,12178,0,2847,288,Mercado Municipal,40.41144392055849,-3.698839681303274,,CARNICERIA MARIANO ARAUJO,12,115198,58027,57171,257.98517239887445,44.02638251495832,67296,50164,8979,8153,1956512,348482,2304994,960027,169516,1129543,623007,241830,363775,110026,4773175,0.09926327863528993,0.7195497755686728,0.18118694579603722,1
ESTABLECIMIENTOS DE VENTA DE PLATOS PREPARADOS CON OBRADOR,10000258,472407,1,CENTRO              ,819,12178,0,2847,288,SIN AGRUPACION,40.41696980028006,-3.705721524528796,,FERPAL,34,115198,58027,57171,257.98517239887445,44.02638251495832,67296,50164,8979,8153,1956512,348482,2304994,960027,169516,1129543,623007,241830,363775,110026,4773175,0.09926327863528993,0.7195497755686728,0.18118694579603722,1
COMERCIO AL POR MENOR DE CHARCUTERIA,10000275,472202,1,CENTRO              ,819,12178,0,2847,288,Centro Comercial,40.41537175478386,-3.709229055662401,,MYA QUESOS ARTESANOS / PTOS 20 Y 21,16,115198,58027,57171,257.98517239887445,44.02638251495832,67296,50164,8979,8153,1956512,348482,2304994,960027,169516,1129543,623007,241830,363775,110026,4773175,0.09926327863528993,0.7195497755686728,0.18118694579603722,1
COMERCIO AL POR MENOR DE PESCADOS Y MARISCOS SIN OBRADOR,10000290,472302,1,CENTRO              ,819,12178,0,2847,288,Galeria de Alimentacion,40.408462803099965,-3.7105354283185408,,PESCADERIA PEDRO CARBALLO,18,115198,58027,57171,257.98517239887445,44.02638251495832,67296,50164,8979,8153,1956512,348482,2304994,960027,169516,1129543,623007,241830,363775,110026,4773175,0.09926327863528993,0.7195497755686728,0.18118694579603722,1
ESTABLECIMIENTOS DE VENTA DE PLATOS PREPARADOS CON OBRADOR,10000299,472407,1,CENTRO              ,819,12178,0,2847,288,Mercado Municipal,40.40769412880965,-3.703644684710999,,WASHOKU PUESTOS 44 A 48,21,115198,58027,57171,257.98517239887445,44.02638251495832,67296,50164,8979,8153,1956512,348482,2304994,960027,169516,1129543,623007,241830,363775,110026,4773175,0.09926327863528993,0.7195497755686728,0.18118694579603722,1
COMERCIO AL POR MENOR DE PAN Y PRODUCTOS DE PANADERIA Y BOLLERIA SIN OBRADOR,10000401,472402,1,CENTRO              ,819,12178,0,2847,288,SIN AGRUPACION,40.41792360754542,-3.7088549707025598,,VIENA CAPELLANES,9,115198,58027,57171,257.98517239887445,44.02638251495832,67296,50164,8979,8153,1956512,348482,2304994,960027,169516,1129543,623007,241830,363775,110026,4773175,0.09926327863528993,0.7195497755686728,0.18118694579603722,1
COMERCIO AL POR MENOR DE PAN Y PRODUCTOS DE PANADERIA Y BOLLERIA SIN OBRADOR,10000434,472402,1,CENTRO              ,819,12178,0,2847,288,SIN AGRUPACION,40.41055395973887,-3.708895613584308,,LOS ANDES,14,115198,58027,57171,257.98517239887445,44.02638251495832,67296,50164,8979,8153,1956512,348482,2304994,960027,169516,1129543,623007,241830,363775,110026,4773175,0.09926327863528993,0.7195497755686728,0.18118694579603722,1
COMERCIO AL POR MENOR DE COMPLEMENTOS Y ALIMENTOS PARA ANIMALES DE COMPAÑIA,10000441,477602,1,CENTRO              ,819,12178,0,2847,288,SIN AGRUPACION,40.41033628114281,-3.701751111622841,,CLINICA VETERINARIA CAN CONTENTO,8,115198,58027,57171,257.98517239887445,44.02638251495832,67296,50164,8979,8153,1956512,348482,2304994,960027,169516,1129543,623007,241830,363775,110026,4773175,0.09926327863528993,0.7195497755686728,0.18118694579603722,1
COMERCIO AL POR MENOR DE CHARCUTERIA,10000463,472202,1,CENTRO              ,819,12178,0,2847,288,SIN AGRUPACION,40.41878539153603,-3.7049389587805464,,VIANDAS DE SALAMANCA ,14,115198,58027,57171,257.98517239887445,44.02638251495832,67296,50164,8979,8153,1956512,348482,2304994,960027,169516,1129543,623007,241830,363775,110026,4773175,0.09926327863528993,0.7195497755686728,0.18118694579603722,1
COMERCIO AL POR MENOR DE CARNICERIA,10000591,472201,1,CENTRO              ,819,12178,0,2847,288,Mercado Municipal,40.423427050741516,-3.7090306212307538,,AGUSTIN PEREZ PANIZO (CARNICERIA) / LOCAL 50-51,6,115198,58027,57171,257.98517239887445,44.02638251495832,67296,50164,8979,8153,1956512,348482,2304994,960027,169516,1129543,623007,241830,363775,110026,4773175,0.09926327863528993,0.7195497755686728,0.18118694579603722,1
COMERCIO AL POR MENOR DE PESCADOS Y MARISCOS SIN OBRADOR,10000747,472302,1,CENTRO              ,819,12178,0,2847,288,Galeria de Alimentacion,40.408462803099965,-3.7105354283185408,,PESCADERIA FERNANDO,18,115198,58027,57171,257.98517239887445,44.02638251495832,67296,50164,8979,8153,1956512,348482,2304994,960027,169516,1129543,623007,241830,363775,110026,4773175,0.09926327863528993,0.7195497755686728,0.18118694579603722,1
"COMERCIO AL POR MENOR DE  PASTELERIA, CONFITERIA, REPOSTERIA CON OBRADOR-SIN BARRA DEGUSTACION",10000761,472404,1,CENTRO              ,819,12178,0,2847,288,SIN AGRUPACION,40.40773957816216,-3.6991077842421896,,OBRADOR DE ROSI,3,115198,58027,57171,257.98517239887445,44.02638251495832,67296,50164,8979,8153,1956512,348482,2304994,960027,169516,1129543,623007,241830,363775,110026,4773175,0.09926327863528993,0.7195497755686728,0.18118694579603722,1
"COMERCIO AL POR MENOR DE  PASTELERIA, CONFITERIA, REPOSTERIA CON OBRADOR-SIN BARRA DEGUSTACION",10000764,472404,1,CENTRO              ,819,12178,1,2847,288,SIN AGRUPACION,40.40810735847518,-3.6993708697866077,,PASTELERIA LA HIGUERA,3,115198,58027,57171,257.98517239887445,44.02638251495832,67296,50164,8979,8153,1956512,348482,2304994,960027,169516,1129543,623007,241830,363775,110026,4773175,0.09926327863528993,0.7195497755686728,0.18118694579603722,1
COMERCIO AL POR MENOR DE COMPLEMENTOS Y ALIMENTOS PARA ANIMALES DE COMPAÑIA,10000877,477602,1,CENTRO              ,819,12178,0,2847,288,SIN AGRUPACION,40.408614267766076,-3.7064002980380364,,LOS GARABATOS,10,115198,58027,57171,257.98517239887445,44.02638251495832,67296,50164,8979,8153,1956512,348482,2304994,960027,169516,1129543,623007,241830,363775,110026,4773175,0.09926327863528993,0.7195497755686728,0.18118694579603722,1
CENTROS DE BRONCEADO,10000912,960205,1,CENTRO              ,819,12178,1,2847,288,SIN AGRUPACION,40.41822593229314,-3.7050863531219744,,CENTRO DE BRONCEADO DE SOL A SOL,3,115198,58027,57171,257.98517239887445,44.02638251495832,67296,50164,8979,8153,1956512,348482,2304994,960027,169516,1129543,623007,241830,363775,110026,4773175,0.09926327863528993,0.7195497755686728,0.18118694579603722,1
REPARACION DE OTROS EFECTOS PERSONALES Y ARTICULOS DE USO DOMESTICO N.C.O.P.,10000966,952005,1,CENTRO              ,819,12178,0,2847,288,SIN AGRUPACION,40.4068036510572,-3.7034114917637457,,CENTROID SERVICIO TECNICO,8,115198,58027,57171,257.98517239887445,44.02638251495832,67296,50164,8979,8153,1956512,348482,2304994,960027,169516,1129543,623007,241830,363775,110026,4773175,0.09926327863528993,0.7195497755686728,0.18118694579603722,1
COMERCIO AL POR MENOR DE ARTICULOS DEPORTIVOS,10000973,476403,1,CENTRO              ,819,12178,1,2847,288,SIN AGRUPACION,40.4189089939909,-3.7053528056182867,,FOOT LOOCKER,11,115198,58027,57171,257.98517239887445,44.02638251495832,67296,50164,8979,8153,1956512,348482,2304994,960027,169516,1129543,623007,241830,363775,110026,4773175,0.09926327863528993,0.7195497755686728,0.18118694579603722,1
CENTROS DE CUIDADO INFANTIL,10001064,851003,1,CENTRO              ,819,12178,0,2847,288,SIN AGRUPACION,40.40954423768273,-3.70311002574323,,"CENTRO SOCIO-EDUCATIVO, MENSAJEROS DE LA PAZ",0,115198,58027,57171,257.98517239887445,44.02638251495832,67296,50164,8979,8153,1956512,348482,2304994,960027,169516,1129543,623007,241830,363775,110026,4773175,0.09926327863528993,0.7195497755686728,0.18118694579603722,1
COMERCIO AL POR MENOR DE PAN Y PRODUCTOS DE PANADERIA Y BOLLERIA SIN OBRADOR,10001141,472402,1,CENTRO              ,819,12178,0,2847,288,SIN AGRUPACION,40.41663263631242,-3.701910820868807,,FRUTOS SECOS EL RINCON,10,115198,58027,57171,257.98517239887445,44.02638251495832,67296,50164,8979,8153,1956512,348482,2304994,960027,169516,1129543,623007,241830,363775,110026,4773175,0.09926327863528993,0.7195497755686728,0.18118694579603722,1
"COMERCIO AL POR MENOR DE  PASTELERIA, CONFITERIA, REPOSTERIA CON OBRADOR-SIN BARRA DEGUSTACION",10001246,472404,1,CENTRO              ,819,12178,0,2847,288,SIN AGRUPACION,40.425133121611054,-3.7025768110372836,,PASTELERIA DIADEMA,5,115198,58027,57171,257.98517239887445,44.02638251495832,67296,50164,8979,8153,1956512,348482,2304994,960027,169516,1129543,623007,241830,363775,110026,4773175,0.09926327863528993,0.7195497755686728,0.18118694579603722,1
COMERCIO AL POR MENOR DE CHARCUTERIA,10001507,472202,1,CENTRO              ,819,12178,0,2847,288,SIN AGRUPACION,40.41614202831511,-3.705547859625329,,MUSEO DEL JAMON,16,115198,58027,57171,257.98517239887445,44.02638251495832,67296,50164,8979,8153,1956512,348482,2304994,960027,169516,1129543,623007,241830,363775,110026,4773175,0.09926327863528993,0.7195497755686728,0.18118694579603722,1
ESTABLECIMIENTOS DE VENTA DE PLATOS PREPARADOS CON OBRADOR,10001615,472407,1,CENTRO              ,819,12178,0,2847,288,Mercado Municipal,40.423427050741516,-3.7090306212307538,,ZONA 87,19,115198,58027,57171,257.98517239887445,44.02638251495832,67296,50164,8979,8153,1956512,348482,2304994,960027,169516,1129543,623007,241830,363775,110026,4773175,0.09926327863528993,0.7195497755686728,0.18118694579603722,1
COMERCIO AL POR MENOR DE PESCADOS Y MARISCOS SIN OBRADOR,10001626,472302,1,CENTRO              ,819,12178,0,2847,288,Mercado Municipal,40.4268475079295,-3.6991641322671356,,PESCADERIA JAVIER,10,115198,58027,57171,257.98517239887445,44.02638251495832,67296,50164,8979,8153,1956512,348482,2304994,960027,169516,1129543,623007,241830,363775,110026,4773175,0.09926327863528993,0.7195497755686728,0.18118694579603722,1
"COMERCIO AL POR MENOR DE AVES, HUEVOS Y CAZA SIN OBRADOR",10001627,472206,1,CENTRO              ,819,12178,0,2847,288,Mercado Municipal,40.423427050741516,-3.7090306212307538,,AVES HUEVOS CAZA / LOCAL 52-53,5,115198,58027,57171,257.98517239887445,44.02638251495832,67296,50164,8979,8153,1956512,348482,2304994,960027,169516,1129543,623007,241830,363775,110026,4773175,0.09926327863528993,0.7195497755686728,0.18118694579603722,1
"COMERCIO AL POR MENOR DE AVES, HUEVOS Y CAZA SIN OBRADOR",10001629,472206,1,CENTRO              ,819,12178,0,2847,288,Mercado Municipal,40.423427050741516,-3.7090306212307538,, PALACIO AVES HUEVOS CAZA / LOCAL 13 AL 16,5,115198,58027,57171,257.98517239887445,44.02638251495832,67296,50164,8979,8153,1956512,348482,2304994,960027,169516,1129543,623007,241830,363775,110026,4773175,0.09926327863528993,0.7195497755686728,0.18118694579603722,1
COMERCIO AL POR MENOR DE PAN Y PRODUCTOS DE PANADERIA Y BOLLERIA SIN OBRADOR,10001645,472402,1,CENTRO              ,819,12178,0,2847,288,SIN AGRUPACION,40.407453910769284,-3.7031471988561373,,R0TULO NO INFORMADO,8,115198,58027,57171,257.98517239887445,44.02638251495832,67296,50164,8979,8153,1956512,348482,2304994,960027,169516,1129543,623007,241830,363775,110026,4773175,0.09926327863528993,0.7195497755686728,0.18118694579603722,1
"COMERCIO AL POR MENOR DE AVES, HUEVOS Y CAZA SIN OBRADOR",10001648,472206,1,CENTRO              ,819,12178,0,2847,288,Mercado Municipal,40.41144392055849,-3.698839681303274,,POLLERIA J CIUDAD,5,115198,58027,57171,257.98517239887445,44.02638251495832,67296,50164,8979,8153,1956512,348482,2304994,960027,169516,1129543,623007,241830,363775,110026,4773175,0.09926327863528993,0.7195497755686728,0.18118694579603722,1
COMERCIO AL POR MENOR DE CHARCUTERIA,10001681,472202,1,CENTRO              ,819,12178,1,2847,288,Mercado Municipal,40.4268475079295,-3.6991641322671356,,LA CARNICERIA DE ARGENSOLA,14,115198,58027,57171,257.98517239887445,44.02638251495832,67296,50164,8979,8153,1956512,348482,2304994,960027,169516,1129543,623007,241830,363775,110026,4773175,0.09926327863528993,0.7195497755686728,0.18118694579603722,1
COMERCIO AL POR MENOR DE PAN Y PRODUCTOS DE PANADERIA Y BOLLERIA SIN OBRADOR,10001692,472402,1,CENTRO              ,819,12178,0,2847,288,SIN AGRUPACION,40.41516070291063,-3.6950121022048723,,STARBUCKS COFFEE,11,115198,58027,57171,257.98517239887445,44.02638251495832,67296,50164,8979,8153,1956512,348482,2304994,960027,169516,1129543,623007,241830,363775,110026,4773175,0.09926327863528993,0.7195497755686728,0.18118694579603722,1
CENTROS DE TATUAJE Y/O ANILLADO,10001696,960901,1,CENTRO              ,819,12178,0,2847,288,SIN AGRUPACION,40.42888236332779,-3.7052918286039915,,EL CISNE NEGRO TATTOO,10,115198,58027,57171,257.98517239887445,44.02638251495832,67296,50164,8979,8153,1956512,348482,2304994,960027,169516,1129543,623007,241830,363775,110026,4773175,0.09926327863528993,0.7195497755686728,0.18118694579603722,1
COMERCIO AL POR MENOR DE CASQUERIA,10001698,472207,1,CENTRO              ,819,12178,0,2847,288,Mercado Municipal,40.423427050741516,-3.7090306212307538,,CASQUERIA LUIS FUERTES / LOCAL 78-79 Y 82-83,1,115198,58027,57171,257.98517239887445,44.02638251495832,67296,50164,8979,8153,1956512,348482,2304994,960027,169516,1129543,623007,241830,363775,110026,4773175,0.09926327863528993,0.7195497755686728,0.18118694579603722,1
COMERCIO AL POR MENOR DE COMPLEMENTOS Y ALIMENTOS PARA ANIMALES DE COMPAÑIA,10001710,477602,1,CENTRO              ,819,12178,0,2847,288,SIN AGRUPACION,40.40756251105445,-3.7074971247064106,,RASTROMASCOTA,7,115198,58027,57171,257.98517239887445,44.02638251495832,67296,50164,8979,8153,1956512,348482,2304994,960027,169516,1129543,623007,241830,363775,110026,4773175,0.09926327863528993,0.7195497755686728,0.18118694579603722,1
CENTROS DE TATUAJE Y/O ANILLADO,10001714,960901,1,CENTRO              ,819,12178,0,2847,288,SIN AGRUPACION,40.417446822414476,-3.702838674454599,,MONTERA TATTOO,10,115198,58027,57171,257.98517239887445,44.02638251495832,67296,50164,8979,8153,1956512,348482,2304994,960027,169516,1129543,623007,241830,363775,110026,4773175,0.09926327863528993,0.7195497755686728,0.18118694579603722,1
COMERCIO AL POR MENOR DE PAN Y PRODUCTOS DE PANADERIA Y BOLLERIA SIN OBRADOR,10001720,472402,1,CENTRO              ,819,12178,0,2847,288,SIN AGRUPACION,40.41901153478483,-3.7092082225045533,,DIA MARKET,11,115198,58027,57171,257.98517239887445,44.02638251495832,67296,50164,8979,8153,1956512,348482,2304994,960027,169516,1129543,623007,241830,363775,110026,4773175,0.09926327863528993,0.7195497755686728,0.18118694579603722,1
COMERCIO AL POR MENOR DE PESCADOS Y MARISCOS SIN OBRADOR,10001749,472302,1,CENTRO              ,819,12178,0,2847,288,Mercado Municipal,40.4268475079295,-3.6991641322671356,,PESCADOS Y MARISCOS ARGAMAR / PTOS 202 Y 203,10,115198,58027,57171,257.98517239887445,44.02638251495832,67296,50164,8979,8153,1956512,348482,2304994,960027,169516,1129543,623007,241830,363775,110026,4773175,0.09926327863528993,0.7195497755686728,0.18118694579603722,1
ESTABLECIMIENTOS DE VENTA DE PLATOS PREPARADOS CON OBRADOR,10001782,472407,1,CENTRO              ,819,12178,0,2847,288,SIN AGRUPACION,40.41181631385574,-3.7072470209178516,,MARKET NANYEA,29,115198,58027,57171,257.98517239887445,44.02638251495832,67296,50164,8979,8153,1956512,348482,2304994,960027,169516,1129543,623007,241830,363775,110026,4773175,0.09926327863528993,0.7195497755686728,0.18118694579603722,1
"COMERCIO AL POR MENOR DE  PASTELERIA, CONFITERIA, REPOSTERIA CON OBRADOR-SIN BARRA DEGUSTACION",10001794,472404,1,CENTRO              ,819,12178,0,2847,288,SIN AGRUPACION,40.418908051041676,-3.6995770016106837,,AQUI PAN Y DESPUES GLORIA,7,115198,58027,57171,257.98517239887445,44.02638251495832,67296,50164,8979,8153,1956512,348482,2304994,960027,169516,1129543,623007,241830,363775,110026,4773175,0.09926327863528993,0.7195497755686728,0.18118694579603722,1
"COMERCIO AL POR MENOR DE PASTELERIA, CONFITERIA, REPOSTERIA CON OBRADOR-BARRA DEGUSTACION",10001808,472403,1,CENTRO              ,819,12178,0,2847,288,SIN AGRUPACION,40.42961623400242,-3.7075630223269087,,BLOSSOM'S,9,115198,58027,57171,257.98517239887445,44.02638251495832,67296,50164,8979,8153,1956512,348482,2304994,960027,169516,1129543,623007,241830,363775,110026,4773175,0.09926327863528993,0.7195497755686728,0.18118694579603722,1
COMERCIO AL POR MENOR DE PESCADOS Y MARISCOS SIN OBRADOR,10001865,472302,1,CENTRO              ,819,12178,0,2847,288,Mercado Municipal,40.41124226148282,-3.7097749998831593,,PESCADERIA (PUESTOS 3 Y 4),20,115198,58027,57171,257.98517239887445,44.02638251495832,67296,50164,8979,8153,1956512,348482,2304994,960027,169516,1129543,623007,241830,363775,110026,4773175,0.09926327863528993,0.7195497755686728,0.18118694579603722,1
ACTIVIDADES DE LOS GIMNASIOS,10001889,931008,1,CENTRO              ,819,12178,1,2847,288,SIN AGRUPACION,40.4076251289806,-3.6971737996665928,,CORPORE GIMNASIO,6,115198,58027,57171,257.98517239887445,44.02638251495832,67296,50164,8979,8153,1956512,348482,2304994,960027,169516,1129543,623007,241830,363775,110026,4773175,0.09926327863528993,0.7195497755686728,0.18118694579603722,1
ESTABLECIMIENTOS DE VENTA DE PLATOS PREPARADOS CON OBRADOR,10001903,472407,1,CENTRO              ,819,12178,0,2847,288,Mercado Municipal,40.41144392055849,-3.698839681303274,,MERCADO TRAGANTUA,25,115198,58027,57171,257.98517239887445,44.02638251495832,67296,50164,8979,8153,1956512,348482,2304994,960027,169516,1129543,623007,241830,363775,110026,4773175,0.09926327863528993,0.7195497755686728,0.18118694579603722,1
ESTABLECIMIENTOS DE VENTA DE PLATOS PREPARADOS CON OBRADOR,10001909,472407,1,CENTRO              ,819,12178,0,2847,288,SIN AGRUPACION,40.41151420150967,-3.7080335228541,,-,26,115198,58027,57171,257.98517239887445,44.02638251495832,67296,50164,8979,8153,1956512,348482,2304994,960027,169516,1129543,623007,241830,363775,110026,4773175,0.09926327863528993,0.7195497755686728,0.18118694579603722,1
CENTROS DE TATUAJE Y/O ANILLADO,10001952,960901,1,CENTRO              ,819,12178,0,2847,288,SIN AGRUPACION,40.41692399688219,-3.7102589178654326,,TATTOO,5,115198,58027,57171,257.98517239887445,44.02638251495832,67296,50164,8979,8153,1956512,348482,2304994,960027,169516,1129543,623007,241830,363775,110026,4773175,0.09926327863528993,0.7195497755686728,0.18118694579603722,1
COMERCIO AL POR MENOR DE CHARCUTERIA,10001969,472202,1,CENTRO              ,819,12178,0,2847,288,Mercado Municipal,40.4268475079295,-3.6991641322671356,,ARTECARNE GUSTO PARA EL PALADAR S.L.,14,115198,58027,57171,257.98517239887445,44.02638251495832,67296,50164,8979,8153,1956512,348482,2304994,960027,169516,1129543,623007,241830,363775,110026,4773175,0.09926327863528993,0.7195497755686728,0.18118694579603722,1
COMERCIO AL POR MENOR DE PESCADOS Y MARISCOS SIN OBRADOR,10002018,472302,1,CENTRO              ,819,12178,0,2847,288,Mercado Municipal,40.4268475079295,-3.6991641322671356,,HNOS BUDIS,10,115198,58027,57171,257.98517239887445,44.02638251495832,67296,50164,8979,8153,1956512,348482,2304994,960027,169516,1129543,623007,241830,363775,110026,4773175,0.09926327863528993,0.7195497755686728,0.18118694579603722,1
COMERCIO AL POR MENOR DE PESCADOS Y MARISCOS SIN OBRADOR,10002019,472302,1,CENTRO              ,819,12178,0,2847,288,Mercado Municipal,40.4268475079295,-3.6991641322671356,,PESCADOS DAVID,10,115198,58027,57171,257.98517239887445,44.02638251495832,67296,50164,8979,8153,1956512,348482,2304994,960027,169516,1129543,623007,241830,363775,110026,4773175,0.09926327863528993,0.7195497755686728,0.18118694579603722,1
COMERCIO AL POR MENOR DE PESCADOS Y MARISCOS SIN OBRADOR,10002025,472302,1,CENTRO              ,819,12178,0,2847,288,Mercado Municipal,40.41144392055849,-3.698839681303274,,PESCADERIA LA BILBAINA,4,115198,58027,57171,257.98517239887445,44.02638251495832,67296,50164,8979,8153,1956512,348482,2304994,960027,169516,1129543,623007,241830,363775,110026,4773175,0.09926327863528993,0.7195497755686728,0.18118694579603722,1
COMERCIO AL POR MENOR DE COMPLEMENTOS Y ALIMENTOS PARA ANIMALES DE COMPAÑIA,10002144,477602,1,CENTRO              ,819,12178,0,2847,288,SIN AGRUPACION,40.41060425154606,-3.7095090072370374,,CESFLOR'S,7,115198,58027,57171,257.98517239887445,44.02638251495832,67296,50164,8979,8153,1956512,348482,2304994,960027,169516,1129543,623007,241830,363775,110026,4773175,0.09926327863528993,0.7195497755686728,0.18118694579603722,1
COMERCIO AL POR MENOR DE JUEGOS Y JUGUETES,10002210,476501,1,CENTRO              ,819,12178,0,2847,288,SIN AGRUPACION,40.412284973972284,-3.7012999074805943,,EL UNIVERSO DEL REGALO,2,115198,58027,57171,257.98517239887445,44.02638251495832,67296,50164,8979,8153,1956512,348482,2304994,960027,169516,1129543,623007,241830,363775,110026,4773175,0.09926327863528993,0.7195497755686728,0.18118694579603722,1
COMERCIO AL POR MENOR DE CHARCUTERIA,10002212,472202,1,CENTRO              ,819,12178,0,2847,288,Mercado Municipal,40.423427050741516,-3.7090306212307538,,HNOS BENITO / LOCAL 111-112,10,115198,58027,57171,257.98517239887445,44.02638251495832,67296,50164,8979,8153,1956512,348482,2304994,960027,169516,1129543,623007,241830,363775,110026,4773175,0.09926327863528993,0.7195497755686728,0.18118694579603722,1
COMERCIO AL POR MENOR DE CARNICERIA,10002261,472201,1,CENTRO              ,819,12178,0,2847,288,SIN AGRUPACION,40.40925504825016,-3.7017752375740027,,SHA-JALAL,19,115198,58027,57171,257.98517239887445,44.02638251495832,67296,50164,8979,8153,1956512,348482,2304994,960027,169516,1129543,623007,241830,363775,110026,4773175,0.09926327863528993,0.7195497755686728,0.18118694579603722,1
COMERCIO AL POR MENOR DE CARNICERIA,10002306,472201,1,CENTRO              ,819,12178,0,2847,288,SIN AGRUPACION,40.40929973301884,-3.701834630028305,,ASIAN FOOD CORNER,19,115198,58027,57171,257.98517239887445,44.02638251495832,67296,50164,8979,8153,1956512,348482,2304994,960027,169516,1129543,623007,241830,363775,110026,4773175,0.09926327863528993,0.7195497755686728,0.18118694579603722,1
CENTROS DE TATUAJE Y/O ANILLADO,10002323,960901,1,CENTRO              ,819,12178,0,2847,288,SIN AGRUPACION,40.42084938565535,-3.700339735356162,,TATTOO MAGICAL,14,115198,58027,57171,257.98517239887445,44.02638251495832,67296,50164,8979,8153,1956512,348482,2304994,960027,169516,1129543,623007,241830,363775,110026,4773175,0.09926327863528993,0.7195497755686728,0.18118694579603722,1
ESTABLECIMIENTOS DE VENTA DE PLATOS PREPARADOS CON OBRADOR,10002368,472407,1,CENTRO              ,819,12178,0,2847,288,SIN AGRUPACION,40.41735133292016,-3.706680263105474,,ISTANBUL,29,115198,58027,57171,257.98517239887445,44.02638251495832,67296,50164,8979,8153,1956512,348482,2304994,960027,169516,1129543,623007,241830,363775,110026,4773175,0.09926327863528993,0.7195497755686728,0.18118694579603722,1
"COMERCIO AL POR MENOR DE PASTELERIA, CONFITERIA, REPOSTERIA CON OBRADOR-BARRA DEGUSTACION",10002379,472403,1,CENTRO              ,819,12178,0,2847,288,SIN AGRUPACION,40.425281409781824,-3.7018946240370845,,BUONI,19,115198,58027,57171,257.98517239887445,44.02638251495832,67296,50164,8979,8153,1956512,348482,2304994,960027,169516,1129543,623007,241830,363775,110026,4773175,0.09926327863528993,0.7195497755686728,0.18118694579603722,1
COMERCIO AL POR MENOR DE CHARCUTERIA,10002429,472202,1,CENTRO              ,819,12178,0,2847,288,SIN AGRUPACION,40.42574258350507,-3.7089959934337644,,CARNICERIA FRANCISCO RODRIGUEZ COELLO                                 ,12,115198,58027,57171,257.98517239887445,44.02638251495832,67296,50164,8979,8153,1956512,348482,2304994,960027,169516,1129543,623007,241830,363775,110026,4773175,0.09926327863528993,0.7195497755686728,0.18118694579603722,1
COMERCIO AL POR MENOR DE PAN Y PRODUCTOS DE PANADERIA Y BOLLERIA SIN OBRADOR,10002432,472402,1,CENTRO              ,819,12178,0,2847,288,Mercado Municipal,40.41144392055849,-3.698839681303274,,FRUTOS SECOS VARIANTES,18,115198,58027,57171,257.98517239887445,44.02638251495832,67296,50164,8979,8153,1956512,348482,2304994,960027,169516,1129543,623007,241830,363775,110026,4773175,0.09926327863528993,0.7195497755686728,0.18118694579603722,1
COMERCIO AL POR MENOR DE CHARCUTERIA,10002433,472202,1,CENTRO              ,819,12178,0,2847,288,Mercado Municipal,40.41144392055849,-3.698839681303274,,LACTEOS QUESOS CHARCUTERIA PALACIO,9,115198,58027,57171,257.98517239887445,44.02638251495832,67296,50164,8979,8153,1956512,348482,2304994,960027,169516,1129543,623007,241830,363775,110026,4773175,0.09926327863528993,0.7195497755686728,0.18118694579603722,1
