datos_a§o;clase_inmueble;distrito_cod;distrito_nombre;barrio_cod;barrio_nombre;uso_cod;uso_deno;inmuebles_barrio;a§o_cons_medio;sup_cons_barrio;sup_cons_media;sup_suelo_barrio;sup_suelo_media;val_cat_barrio;val_cat_medio
2015;UR;19;Vic†lvaro;192;AMBROZ;M;Suelos sin edificar, obras de urbanizaci¢n y jardiner°a;44;;;;721.067;16.388;23.063.005,70;524.159,22
2015;UR;19;Vic†lvaro;192;AMBROZ;O;Oficinas;14;1.971;5.207;372;;;4.208.546,62;300.610,47
2015;UR;19;Vic†lvaro;192;AMBROZ;P;Edificio Singular;1;2.008;1.871;1.871;;;1.025.641,50;1.025.641,50
2015;UR;19;Vic†lvaro;192;AMBROZ;R;Religioso;4;1.980;1.421;355;;;990.048,56;247.512,14
2015;UR;19;Vic†lvaro;192;AMBROZ;T;Espect†culos;1;2.000;23.024;23.024;;;3.299.891,44;3.299.891,44
2015;UR;19;Vic†lvaro;192;AMBROZ;V;Residencial;8.254;1.970;605.366;73;;;444.368.660,31;53.836,77
2015;UR;19;Vic†lvaro;192;AMBROZ;Y;Sanidad y Beneficencia;2;1.984;2.392;1.196;;;1.883.681,81;941.840,90
2015;UR;20;San Blas;201;SIMANCAS;A;AlmacÇn-Estacionamiento;8.603;2.002;372.464;43;;;114.736.152,95;13.336,76
2015;UR;20;San Blas;201;SIMANCAS;C;Comercial;695;1.971;134.553;194;;;126.695.573,11;182.295,79
2015;UR;20;San Blas;201;SIMANCAS;E;Cultural;16;1.967;32.533;2.033;;;21.955.431,42;1.372.214,46
2015;UR;20;San Blas;201;SIMANCAS;G;Ocio y Hosteler°a;87;1.999;69.529;799;;;86.335.441,48;992.361,40
2015;UR;20;San Blas;201;SIMANCAS;I;Industrial;1.021;1.980;876.348;858;;;605.711.474,54;593.253,16
2015;UR;20;San Blas;201;SIMANCAS;K;Deportivo;3;2.006;3.018;1.006;;;2.886.397,50;962.132,50
2015;UR;20;San Blas;201;SIMANCAS;M;Suelos sin edificar, obras de urbanizaci¢n y jardiner°a;137;;;;257.785;1.882;127.768.498,54;932.616,78
2015;UR;20;San Blas;201;SIMANCAS;O;Oficinas;1.873;2.001;1.013.137;541;;;1.175.042.255,44;627.358,39
2015;UR;20;San Blas;201;SIMANCAS;P;Edificio Singular;4;1.994;124.974;31.244;;;109.952.967,16;27.488.241,79
2015;UR;20;San Blas;201;SIMANCAS;R;Religioso;2;1.974;3.722;1.861;;;2.564.114,26;1.282.057,13
2015;UR;20;San Blas;201;SIMANCAS;V;Residencial;12.352;1.975;1.021.518;83;;;968.657.887,22;78.421,14
2015;UR;20;San Blas;201;SIMANCAS;Y;Sanidad y Beneficencia;10;1.969;14.450;1.445;;;12.551.996,10;1.255.199,61
2015;UR;20;San Blas;202;HELL÷N;A;AlmacÇn-Estacionamiento;1;1.970;291;291;;;40.267,13;40.267,13
2015;UR;20;San Blas;202;HELL÷N;C;Comercial;81;1.975;8.757;108;;;7.626.885,12;94.159,08
2015;UR;20;San Blas;202;HELL÷N;E;Cultural;4;1.976;21.434;5.358;;;14.502.333,79;3.625.583,45
2015;UR;20;San Blas;202;HELL÷N;G;Ocio y Hosteler°a;8;1.982;821;103;;;663.252,41;82.906,55
2015;UR;20;San Blas;202;HELL÷N;I;Industrial;7;1.967;1.766;252;;;348.259,58;49.751,37
2015;UR;20;San Blas;202;HELL÷N;K;Deportivo;1;1.970;15.630;15.630;;;7.735.201,66;7.735.201,66
2015;UR;20;San Blas;202;HELL÷N;M;Suelos sin edificar, obras de urbanizaci¢n y jardiner°a;1;;;;121.855;121.855;654.334,50;654.334,50
2015;UR;20;San Blas;202;HELL÷N;O;Oficinas;2;1.987;198;99;;;169.849,10;84.924,55
2015;UR;20;San Blas;202;HELL÷N;R;Religioso;1;1.980;1.158;1.158;;;906.657,30;906.657,30
2015;UR;20;San Blas;202;HELL÷N;V;Residencial;4.116;1.970;339.260;82;;;256.466.657,74;62.309,68
2015;UR;20;San Blas;202;HELL÷N;Y;Sanidad y Beneficencia;2;1.986;161;80;;;144.473,96;72.236,98
2015;UR;20;San Blas;203;AMPOSTA;A;AlmacÇn-Estacionamiento;86;1.979;3.955;46;;;870.891,01;10.126,64
2015;UR;20;San Blas;203;AMPOSTA;C;Comercial;459;1.963;24.030;52;;;22.587.067,40;49.209,30
2015;UR;20;San Blas;203;AMPOSTA;E;Cultural;1;2.002;1.607;1.607;;;1.482.950,98;1.482.950,98
2015;UR;20;San Blas;203;AMPOSTA;G;Ocio y Hosteler°a;1;1.960;26;26;;;16.058,25;16.058,25
2015;UR;20;San Blas;203;AMPOSTA;I;Industrial;66;1.969;6.843;104;;;3.625.197,17;54.927,23
2015;UR;20;San Blas;203;AMPOSTA;K;Deportivo;2;1.960;249;124;;;132.611,18;66.305,59
2015;UR;20;San Blas;203;AMPOSTA;O;Oficinas;13;1.964;3.628;279;;;2.807.670,39;215.974,65
2015;UR;20;San Blas;203;AMPOSTA;P;Edificio Singular;2;1.982;4.217;2.108;;;2.893.329,00;1.446.664,50
2015;UR;20;San Blas;203;AMPOSTA;R;Religioso;2;1.968;2.861;1.430;;;1.917.024,30;958.512,15
2015;UR;20;San Blas;203;AMPOSTA;V;Residencial;3.794;1.964;248.403;65;;;180.106.776,65;47.471,48
2015;UR;20;San Blas;203;AMPOSTA;Y;Sanidad y Beneficencia;5;1.980;14.060;2.812;;;10.448.982,49;2.089.796,50
2015;UR;20;San Blas;204;ARCOS;A;AlmacÇn-Estacionamiento;811;1.999;96.399;119;;;30.203.745,51;37.242,60
2015;UR;20;San Blas;204;ARCOS;C;Comercial;367;1.986;64.362;175;;;73.469.080,81;200.188,23
2015;UR;20;San Blas;204;ARCOS;E;Cultural;16;1.976;128.093;8.006;;;84.075.002,23;5.254.687,64
2015;UR;20;San Blas;204;ARCOS;G;Ocio y Hosteler°a;5;1.968;11.018;2.204;;;7.702.657,01;1.540.531,40
2015;UR;20;San Blas;204;ARCOS;I;Industrial;30;1.987;13.244;441;;;8.174.829,20;272.494,31
2015;UR;20;San Blas;204;ARCOS;K;Deportivo;1;2.006;12.753;12.753;;;8.757.029,19;8.757.029,19
2015;UR;20;San Blas;204;ARCOS;M;Suelos sin edificar, obras de urbanizaci¢n y jardiner°a;86;;;;137.714;1.601;24.778.225,00;288.118,90
2015;UR;20;San Blas;204;ARCOS;O;Oficinas;3;1.964;310;103;;;268.366,50;89.455,50
2015;UR;20;San Blas;204;ARCOS;R;Religioso;2;1.980;3.612;1.806;;;2.151.814,89;1.075.907,44
2015;UR;20;San Blas;204;ARCOS;V;Residencial;9.833;1.976;907.254;92;;;742.589.114,10;75.520,10
2015;UR;20;San Blas;204;ARCOS;Y;Sanidad y Beneficencia;9;1.977;29.380;3.264;;;33.812.461,62;3.756.940,18
2015;UR;20;San Blas;205;ROSAS;A;AlmacÇn-Estacionamiento;6.343;1.997;216.455;34;;;63.595.201,58;10.026,04
2015;UR;20;San Blas;205;ROSAS;C;Comercial;723;1.992;102.939;142;;;102.366.839,10;141.586,22
2015;UR;20;San Blas;205;ROSAS;E;Cultural;24;1.982;51.472;2.145;;;47.513.141,10;1.979.714,21
2015;UR;20;San Blas;205;ROSAS;G;Ocio y Hosteler°a;1;1.978;105;105;;;97.446,04;97.446,04
2015;UR;20;San Blas;205;ROSAS;I;Industrial;18;1.990;5.588;310;;;3.215.592,81;178.644,04
2015;UR;20;San Blas;205;ROSAS;K;Deportivo;7;1.994;106.779;15.254;;;62.598.022,86;8.942.574,69
2015;UR;20;San Blas;205;ROSAS;M;Suelos sin edificar, obras de urbanizaci¢n y jardiner°a;108;;;;1.739.137;16.103;141.336.408,50;1.308.670,45
2015;UR;20;San Blas;205;ROSAS;O;Oficinas;23;1.985;2.167;94;;;2.277.352,73;99.015,34
2015;UR;20;San Blas;205;ROSAS;P;Edificio Singular;2;2.006;6.649;3.324;;;7.164.456,43;3.582.228,22
2015;UR;20;San Blas;205;ROSAS;R;Religioso;4;2.003;10.553;2.638;;;7.813.363,31;1.953.340,83
2015;UR;20;San Blas;205;ROSAS;T;Espect†culos;1;1.979;139;139;;;150.682,95;150.682,95
2015;UR;20;San Blas;205;ROSAS;V;Residencial;11.948;1.993;1.460.031;122;;;1.402.753.188,74;117.404,85
2015;UR;20;San Blas;205;ROSAS;Y;Sanidad y Beneficencia;6;1.999;21.778;3.630;;;24.548.051,40;4.091.341,90
2015;UR;20;San Blas;206;REJAS;A;AlmacÇn-Estacionamiento;8.215;2.004;235.068;29;;;62.222.125,71;7.574,21
2015;UR;20;San Blas;206;REJAS;C;Comercial;128;1.981;308.216;2.408;;;241.174.598,33;1.884.176,55
2015;UR;20;San Blas;206;REJAS;E;Cultural;2;1.984;5.969;2.984;;;4.782.585,61;2.391.292,81
2015;UR;20;San Blas;206;REJAS;G;Ocio y Hosteler°a;2.214;2.007;391.697;177;;;482.631.835,75;217.990,89
2015;UR;20;San Blas;206;REJAS;I;Industrial;268;1.986;734.563;2.741;;;295.179.610,66;1.101.416,46
2015;UR;20;San Blas;206;REJAS;K;Deportivo;8;1.993;15.069;1.884;;;12.100.528,83;1.512.566,10
2015;UR;20;San Blas;206;REJAS;M;Suelos sin edificar, obras de urbanizaci¢n y jardiner°a;706;;;;2.386.257;3.380;395.978.868,89;560.876,58
2015;UR;20;San Blas;206;REJAS;O;Oficinas;340;2.001;394.323;1.160;;;290.805.169,34;855.309,32
2015;UR;20;San Blas;206;REJAS;R;Religioso;4;1.992;6.136;1.534;;;3.612.229,79;903.057,45
2015;UR;20;San Blas;206;REJAS;V;Residencial;6.621;1.991;727.631;110;;;666.917.588,61;100.727,62
2015;UR;20;San Blas;206;REJAS;Y;Sanidad y Beneficencia;5;1.990;7.773;1.555;;;7.579.463,92;1.515.892,78
2015;UR;20;San Blas;207;CANILLEJAS;A;AlmacÇn-Estacionamiento;2.536;1.987;136.110;54;;;33.233.225,09;13.104,58
2015;UR;20;San Blas;207;CANILLEJAS;C;Comercial;1.155;1.973;93.519;81;;;77.359.321,26;66.977,77
2015;UR;20;San Blas;207;CANILLEJAS;E;Cultural;17;1.970;41.602;2.447;;;33.518.195,94;1.971.658,58
2015;UR;20;San Blas;207;CANILLEJAS;G;Ocio y Hosteler°a;8;1.979;18.262;2.283;;;17.291.405,28;2.161.425,66
2015;UR;20;San Blas;207;CANILLEJAS;I;Industrial;61;1.966;112.296;1.841;;;68.464.552,18;1.122.369,71
2015;UR;20;San Blas;207;CANILLEJAS;K;Deportivo;14;1.839;16.303;1.164;;;5.955.101,41;425.364,39
2015;UR;20;San Blas;207;CANILLEJAS;M;Suelos sin edificar, obras de urbanizaci¢n y jardiner°a;83;;;;112.901;1.360;23.032.004,01;277.494,02
2015;UR;20;San Blas;207;CANILLEJAS;O;Oficinas;50;1.968;7.591;152;;;5.270.718,03;105.414,36
2015;UR;20;San Blas;207;CANILLEJAS;P;Edificio Singular;1;1.980;2.439;2.439;;;2.085.580,00;2.085.580,00
2015;UR;20;San Blas;207;CANILLEJAS;R;Religioso;13;1.969;8.965;690;;;4.714.190,02;362.630,00
2015;UR;20;San Blas;207;CANILLEJAS;T;Espect†culos;2;1.970;707;354;;;695.114,35;347.557,18
2015;UR;20;San Blas;207;CANILLEJAS;V;Residencial;12.260;1.974;1.131.903;92;;;912.753.840,64;74.449,74
2015;UR;20;San Blas;207;CANILLEJAS;Y;Sanidad y Beneficencia;16;1.982;16.451;1.028;;;14.994.495,94;937.156,00
2015;UR;20;San Blas;208;EL SALVADOR;A;AlmacÇn-Estacionamiento;1.423;1.992;103.375;73;;;32.021.091,53;22.502,52
2015;UR;20;San Blas;208;EL SALVADOR;C;Comercial;207;1.977;32.788;158;;;35.196.102,02;170.029,48
2015;UR;20;San Blas;208;EL SALVADOR;E;Cultural;5;1.985;55.853;11.171;;;44.461.550,15;8.892.310,03
2015;UR;20;San Blas;208;EL SALVADOR;G;Ocio y Hosteler°a;17;1.992;35.599;2.094;;;53.751.310,28;3.161.841,78
2015;UR;20;San Blas;208;EL SALVADOR;I;Industrial;15;1.968;6.321;421;;;2.118.692,32;141.246,15
2015;UR;20;San Blas;208;EL SALVADOR;K;Deportivo;12;1.992;20.084;1.674;;;12.019.595,13;1.001.632,93
2015;UR;20;San Blas;208;EL SALVADOR;M;Suelos sin edificar, obras de urbanizaci¢n y jardiner°a;64;;;;257.682;4.026;100.176.302,50;1.565.254,73
2015;UR;20;San Blas;208;EL SALVADOR;O;Oficinas;105;1.987;338.009;3.219;;;353.338.983,96;3.365.133,18
2015;UR;20;San Blas;208;EL SALVADOR;P;Edificio Singular;2;1.972;22.621;11.310;;;21.499.971,69;10.749.985,84
2015;UR;20;San Blas;208;EL SALVADOR;R;Religioso;3;1.952;6.464;2.155;;;4.383.993,22;1.461.331,07
2015;UR;20;San Blas;208;EL SALVADOR;V;Residencial;4.869;1.982;846.517;174;;;724.284.050,16;148.754,17
2015;UR;20;San Blas;208;EL SALVADOR;Y;Sanidad y Beneficencia;1;1.960;5.875;5.875;;;3.984.045,64;3.984.045,64
2015;UR;21;Barajas;211;ALAMEDA DE OSUNA;A;AlmacÇn-Estacionamiento;4.939;1.989;133.752;27;;;42.151.962,80;8.534,51
2015;UR;21;Barajas;211;ALAMEDA DE OSUNA;C;Comercial;301;1.978;23.806;79;;;27.574.381,54;91.609,24
2015;UR;21;Barajas;211;ALAMEDA DE OSUNA;E;Cultural;8;1.974;78.518;9.815;;;78.042.569,76;9.755.321,22
2015;UR;21;Barajas;211;ALAMEDA DE OSUNA;G;Ocio y Hosteler°a;278;1.980;64.605;232;;;57.262.065,36;205.978,65
2015;UR;21;Barajas;211;ALAMEDA DE OSUNA;I;Industrial;18;1.982;961;53;;;885.168,78;49.176,04
2015;UR;21;Barajas;211;ALAMEDA DE OSUNA;K;Deportivo;24;1.985;69.751;2.906;;;44.177.990,35;1.840.749,60
2015;UR;21;Barajas;211;ALAMEDA DE OSUNA;M;Suelos sin edificar, obras de urbanizaci¢n y jardiner°a;63;;;;248.761;3.949;61.377.426,42;974.244,86
2015;UR;21;Barajas;211;ALAMEDA DE OSUNA;O;Oficinas;75;1.988;169.441;2.259;;;192.314.005,89;2.564.186,75
2015;UR;21;Barajas;211;ALAMEDA DE OSUNA;P;Edificio Singular;3;1.945;9.399;3.133;;;4.480.168,01;1.493.389,34
2015;UR;21;Barajas;211;ALAMEDA DE OSUNA;R;Religioso;7;1.970;3.368;481;;;3.280.897,68;468.699,67
2015;UR;21;Barajas;211;ALAMEDA DE OSUNA;V;Residencial;8.010;1.981;981.073;122;;;1.095.741.015,97;136.796,63
2015;UR;21;Barajas;211;ALAMEDA DE OSUNA;Y;Sanidad y Beneficencia;10;1.988;12.499;1.250;;;14.730.914,53;1.473.091,45
2015;UR;21;Barajas;212;AEROPUERTO;A;AlmacÇn-Estacionamiento;210;2.003;19.475;93;;;4.965.332,43;23.644,44
2015;UR;21;Barajas;212;AEROPUERTO;C;Comercial;34;1.966;14.201;418;;;10.959.332,20;322.333,30
2015;UR;21;Barajas;212;AEROPUERTO;G;Ocio y Hosteler°a;5;1.976;27.362;5.472;;;35.638.374,08;7.127.674,82
2015;UR;21;Barajas;212;AEROPUERTO;I;Industrial;64;1.979;353.869;5.529;;;189.919.505,75;2.967.492,28
2015;UR;21;Barajas;212;AEROPUERTO;M;Suelos sin edificar, obras de urbanizaci¢n y jardiner°a;39;;;;61.327;1.572;14.337.707,80;367.633,53
2015;UR;21;Barajas;212;AEROPUERTO;O;Oficinas;91;1.998;146.420;1.609;;;158.532.674,60;1.742.117,30
2015;UR;21;Barajas;212;AEROPUERTO;P;Edificio Singular;1;1.970;2.305;2.305;;;1.914.316,60;1.914.316,60
2015;UR;21;Barajas;212;AEROPUERTO;V;Residencial;580;1.962;36.259;63;;;30.771.135,17;53.053,68
2015;UR;21;Barajas;212;AEROPUERTO;Y;Sanidad y Beneficencia;4;1.978;5.650;1.412;;;3.859.078,16;964.769,54
2015;UR;21;Barajas;213;CASCO H. BARAJAS;A;AlmacÇn-Estacionamiento;1.488;1.959;67.515;45;;;18.914.472,41;12.711,34
2015;UR;21;Barajas;213;CASCO H. BARAJAS;C;Comercial;332;1.979;29.112;88;;;48.081.017,21;144.822,34
2015;UR;21;Barajas;213;CASCO H. BARAJAS;E;Cultural;7;1.978;1.889;270;;;2.196.540,16;313.791,45
2015;UR;21;Barajas;213;CASCO H. BARAJAS;G;Ocio y Hosteler°a;15;1.986;36.578;2.439;;;41.827.025,30;2.788.468,35
2015;UR;21;Barajas;213;CASCO H. BARAJAS;I;Industrial;19;1.957;2.440;128;;;1.988.830,45;104.675,29
2015;UR;21;Barajas;213;CASCO H. BARAJAS;K;Deportivo;1;2.000;1.317;1.317;;;265.831,30;265.831,30
2015;UR;21;Barajas;213;CASCO H. BARAJAS;M;Suelos sin edificar, obras de urbanizaci¢n y jardiner°a;90;;;;86.143;957;27.697.957,30;307.755,08
2015;UR;21;Barajas;213;CASCO H. BARAJAS;O;Oficinas;21;1.984;2.583;123;;;2.929.498,71;139.499,94
2015;UR;21;Barajas;213;CASCO H. BARAJAS;P;Edificio Singular;2;1.997;4.854;2.427;;;5.695.321,55;2.847.660,78
2015;UR;21;Barajas;213;CASCO H. BARAJAS;R;Religioso;3;1.930;3.458;1.153;;;1.125.351,48;375.117,16
2015;UR;21;Barajas;213;CASCO H. BARAJAS;T;Espect†culos;1;1.982;116;116;;;135.013,20;135.013,20
2015;UR;21;Barajas;213;CASCO H. BARAJAS;V;Residencial;3.680;1.980;368.558;100;;;397.071.668,17;107.899,91
2015;UR;21;Barajas;213;CASCO H. BARAJAS;Y;Sanidad y Beneficencia;3;2.005;2.604;868;;;2.336.640,01;778.880,00
2015;UR;21;Barajas;214;TIM‡N;A;AlmacÇn-Estacionamiento;2.429;2.003;83.350;34;;;25.837.702,37;10.637,18
2015;UR;21;Barajas;214;TIM‡N;C;Comercial;207;1.994;32.799;158;;;35.557.414,14;171.774,95
2015;UR;21;Barajas;214;TIM‡N;E;Cultural;4;1.988;27.923;6.981;;;24.495.393,55;6.123.848,39
2015;UR;21;Barajas;214;TIM‡N;G;Ocio y Hosteler°a;6;1.637;29.455;4.909;;;35.523.083,92;5.920.513,99
2015;UR;21;Barajas;214;TIM‡N;I;Industrial;21;1.980;8.377;399;;;4.576.783,20;217.942,06
2015;UR;21;Barajas;214;TIM‡N;K;Deportivo;5;1.998;214.038;42.808;;;194.863.696,47;38.972.739,29
2015;UR;21;Barajas;214;TIM‡N;M;Suelos sin edificar, obras de urbanizaci¢n y jardiner°a;305;;;;2.401.838;7.875;530.310.911,70;1.738.724,30
2015;UR;21;Barajas;214;TIM‡N;O;Oficinas;46;2.000;20.644;449;;;22.177.525,85;482.120,13
2015;UR;21;Barajas;214;TIM‡N;R;Religioso;1;2.002;1.745;1.745;;;1.763.182,12;1.763.182,12
2015;UR;21;Barajas;214;TIM‡N;V;Residencial;5.207;1.996;665.021;128;;;628.296.323,29;120.663,78
2015;UR;21;Barajas;214;TIM‡N;Y;Sanidad y Beneficencia;4;1.994;3.753;938;;;3.038.758,12;759.689,53
2015;UR;21;Barajas;215;CORRALEJOS;A;AlmacÇn-Estacionamiento;2.512;2.001;89.326;36;;;26.854.450,07;10.690,47
2015;UR;21;Barajas;215;CORRALEJOS;C;Comercial;48;1.997;21.727;453;;;20.806.547,91;433.469,75
2015;UR;21;Barajas;215;CORRALEJOS;E;Cultural;1;2.005;2.383;2.383;;;2.874.738,81;2.874.738,81
2015;UR;21;Barajas;215;CORRALEJOS;G;Ocio y Hosteler°a;10;1.981;695.752;69.575;;;566.753.926,16;56.675.392,62
2015;UR;21;Barajas;215;CORRALEJOS;I;Industrial;15;1.988;29.038;1.936;;;24.175.321,09;1.611.688,07
2015;UR;21;Barajas;215;CORRALEJOS;K;Deportivo;2;2.004;690.205;345.102;;;24.042.729,12;12.021.364,56
2015;UR;21;Barajas;215;CORRALEJOS;M;Suelos sin edificar, obras de urbanizaci¢n y jardiner°a;73;;;;1.760.619;24.118;55.364.156,08;758.413,10
2015;UR;21;Barajas;215;CORRALEJOS;O;Oficinas;172;1.994;538.345;3.130;;;689.305.123,56;4.007.587,93
2015;UR;21;Barajas;215;CORRALEJOS;R;Religioso;2;2.006;3.264;1.632;;;3.059.074,58;1.529.537,29
2015;UR;21;Barajas;215;CORRALEJOS;T;Espect†culos;1;1.995;14.720;14.720;;;16.396.755,20;16.396.755,20
2015;UR;21;Barajas;215;CORRALEJOS;V;Residencial;2.975;1.999;439.979;148;;;527.394.775,91;177.275,55
2015;UR;21;Barajas;215;CORRALEJOS;Y;Sanidad y Beneficencia;3;2.009;15.177;5.059;;;20.072.646,44;6.690.882,15
