datos_a§o;clase_inmueble;distrito_cod;distrito_nombre;barrio_cod;barrio_nombre;uso_cod;uso_deno;inmuebles_barrio;a§o_cons_medio;sup_cons_barrio;sup_cons_media;sup_suelo_barrio;sup_suelo_media;val_cat_barrio;val_cat_medio
2015;UR;01;Centro;011;PALACIO;A;AlmacÇn-Estacionamiento;3.040;1.969;216.279;71;;;129.849.055,86;42.713,51
2015;UR;01;Centro;011;PALACIO;C;Comercial;1.412;1.921;224.217;159;;;410.122.073,60;290.454,73
2015;UR;01;Centro;011;PALACIO;E;Cultural;36;1.937;62.899;1.747;;;75.746.642,40;2.104.073,40
2015;UR;01;Centro;011;PALACIO;G;Ocio y Hosteler°a;257;1.908;114.145;444;;;199.047.734,15;774.504,80
2015;UR;01;Centro;011;PALACIO;I;Industrial;22;1.942;13.228;601;;;11.807.949,49;536.724,98
2015;UR;01;Centro;011;PALACIO;K;Deportivo;8;1.946;8.093;1.012;;;11.362.035,84;1.420.254,48
2015;UR;01;Centro;011;PALACIO;M;Suelos sin edificar, obras de urbanizaci¢n y jardiner°a;66;;;;135.976;2.060;35.399.469,72;536.355,60
2015;UR;01;Centro;011;PALACIO;O;Oficinas;562;1.945;178.715;318;;;310.730.156,96;552.900,64
2015;UR;01;Centro;011;PALACIO;P;Edificio Singular;15;1.891;197.446;13.163;;;281.542.896,41;18.769.526,43
2015;UR;01;Centro;011;PALACIO;R;Religioso;17;1.884;102.718;6.042;;;114.254.183,76;6.720.834,34
2015;UR;01;Centro;011;PALACIO;T;Espect†culos;5;1.939;84.965;16.993;;;155.716.509,31;31.143.301,86
2015;UR;01;Centro;011;PALACIO;V;Residencial;13.197;1.928;1.365.784;103;;;1.856.167.841,85;140.650,74
2015;UR;01;Centro;011;PALACIO;Y;Sanidad y Beneficencia;11;1.939;25.101;2.282;;;25.184.133,43;2.289.466,68
2015;UR;01;Centro;012;EMBAJADORES;A;AlmacÇn-Estacionamiento;4.062;1.975;263.403;65;;;141.505.976,28;34.836,53
2015;UR;01;Centro;012;EMBAJADORES;C;Comercial;2.648;1.926;395.259;149;;;576.552.910,21;217.731,46
2015;UR;01;Centro;012;EMBAJADORES;E;Cultural;48;1.920;186.078;3.877;;;212.632.300,22;4.429.839,59
2015;UR;01;Centro;012;EMBAJADORES;G;Ocio y Hosteler°a;109;1.903;52.413;481;;;79.600.875,32;730.283,26
2015;UR;01;Centro;012;EMBAJADORES;I;Industrial;25;1.938;3.677;147;;;2.699.860,87;107.994,43
2015;UR;01;Centro;012;EMBAJADORES;K;Deportivo;8;2.002;1.829;229;;;2.541.758,14;317.719,77
2015;UR;01;Centro;012;EMBAJADORES;M;Suelos sin edificar, obras de urbanizaci¢n y jardiner°a;35;;;;19.624;561;16.682.954,50;476.655,84
2015;UR;01;Centro;012;EMBAJADORES;O;Oficinas;178;1.945;91.551;514;;;86.332.111,15;485.011,86
2015;UR;01;Centro;012;EMBAJADORES;P;Edificio Singular;3;1.918;18.576;6.192;;;18.586.882,51;6.195.627,50
2015;UR;01;Centro;012;EMBAJADORES;R;Religioso;8;1.865;17.785;2.223;;;15.345.569,12;1.918.196,14
2015;UR;01;Centro;012;EMBAJADORES;T;Espect†culos;7;1.935;21.584;3.083;;;28.451.956,08;4.064.565,15
2015;UR;01;Centro;012;EMBAJADORES;V;Residencial;24.744;1.927;1.983.605;80;;;2.467.871.751,59;99.736,17
2015;UR;01;Centro;012;EMBAJADORES;Y;Sanidad y Beneficencia;10;1.984;8.940;894;;;10.075.444,47;1.007.544,45
2015;UR;01;Centro;013;CORTES;A;AlmacÇn-Estacionamiento;1.542;1.969;120.306;78;;;87.874.817,56;56.987,56
2015;UR;01;Centro;013;CORTES;C;Comercial;862;1.916;146.806;170;;;284.644.850,76;330.214,44
2015;UR;01;Centro;013;CORTES;E;Cultural;22;1.952;57.893;2.632;;;112.294.811,69;5.104.309,62
2015;UR;01;Centro;013;CORTES;G;Ocio y Hosteler°a;202;1.951;281.255;1.392;;;554.236.703,42;2.743.746,06
2015;UR;01;Centro;013;CORTES;I;Industrial;10;1.948;13.540;1.354;;;13.028.125,58;1.302.812,56
2015;UR;01;Centro;013;CORTES;K;Deportivo;1;1.917;260;260;;;372.685,34;372.685,34
2015;UR;01;Centro;013;CORTES;M;Suelos sin edificar, obras de urbanizaci¢n y jardiner°a;6;;;;1.817;303;4.622.966,00;770.494,33
2015;UR;01;Centro;013;CORTES;O;Oficinas;361;1.947;415.998;1.152;;;936.912.639,13;2.595.325,87
2015;UR;01;Centro;013;CORTES;P;Edificio Singular;23;1.934;219.215;9.531;;;316.172.247,13;13.746.619,44
2015;UR;01;Centro;013;CORTES;R;Religioso;8;1.868;27.211;3.401;;;25.747.882,38;3.218.485,30
2015;UR;01;Centro;013;CORTES;T;Espect†culos;6;1.929;28.454;4.742;;;38.151.969,95;6.358.661,66
2015;UR;01;Centro;013;CORTES;V;Residencial;6.452;1.922;775.586;120;;;1.179.903.380,19;182.874,05
2015;UR;01;Centro;013;CORTES;Y;Sanidad y Beneficencia;3;1.924;1.739;580;;;1.870.833,08;623.611,03
2015;UR;01;Centro;014;JUSTICIA;A;AlmacÇn-Estacionamiento;2.922;1.978;207.818;71;;;134.399.252,10;45.995,64
2015;UR;01;Centro;014;JUSTICIA;C;Comercial;1.351;1.923;251.815;186;;;564.099.524,52;417.542,21
2015;UR;01;Centro;014;JUSTICIA;E;Cultural;37;1.942;48.953;1.323;;;64.864.612,58;1.753.097,64
2015;UR;01;Centro;014;JUSTICIA;G;Ocio y Hosteler°a;81;1.921;70.772;874;;;155.155.688,91;1.915.502,33
2015;UR;01;Centro;014;JUSTICIA;I;Industrial;17;1.971;2.845;167;;;2.847.960,60;167.527,09
2015;UR;01;Centro;014;JUSTICIA;K;Deportivo;10;1.975;3.335;334;;;6.710.735,12;671.073,51
2015;UR;01;Centro;014;JUSTICIA;M;Suelos sin edificar, obras de urbanizaci¢n y jardiner°a;15;;;;9.055;604;1.413.903,32;94.260,22
2015;UR;01;Centro;014;JUSTICIA;O;Oficinas;575;1.945;423.574;737;;;889.950.859,81;1.547.740,63
2015;UR;01;Centro;014;JUSTICIA;P;Edificio Singular;24;1.991;159.189;6.633;;;275.514.411,93;11.479.767,16
2015;UR;01;Centro;014;JUSTICIA;R;Religioso;21;1.857;19.270;918;;;25.754.123,37;1.226.386,83
2015;UR;01;Centro;014;JUSTICIA;T;Espect†culos;3;1.922;2.867;956;;;4.150.801,51;1.383.600,50
2015;UR;01;Centro;014;JUSTICIA;V;Residencial;10.298;1.928;1.332.124;129;;;2.153.701.997,97;209.137,89
2015;UR;01;Centro;014;JUSTICIA;Y;Sanidad y Beneficencia;5;1.973;10.576;2.115;;;18.589.952,16;3.717.990,43
2015;UR;01;Centro;015;UNIVERSIDAD;A;AlmacÇn-Estacionamiento;4.775;1.974;266.472;56;;;160.854.074,83;33.686,72
2015;UR;01;Centro;015;UNIVERSIDAD;C;Comercial;1.733;1.923;331.322;191;;;785.823.491,89;453.446,91
2015;UR;01;Centro;015;UNIVERSIDAD;E;Cultural;32;1.939;84.296;2.634;;;86.973.518,17;2.717.922,44
2015;UR;01;Centro;015;UNIVERSIDAD;G;Ocio y Hosteler°a;146;1.914;148.414;1.017;;;286.265.900,33;1.960.725,34
2015;UR;01;Centro;015;UNIVERSIDAD;I;Industrial;43;1.930;6.011;140;;;8.679.831,21;201.856,54
2015;UR;01;Centro;015;UNIVERSIDAD;K;Deportivo;6;1.967;1.854;309;;;2.361.408,67;393.568,11
2015;UR;01;Centro;015;UNIVERSIDAD;M;Suelos sin edificar, obras de urbanizaci¢n y jardiner°a;14;;;;4.413;315;3.989.120,45;284.937,18
2015;UR;01;Centro;015;UNIVERSIDAD;O;Oficinas;717;1.955;371.485;518;;;664.584.286,72;926.895,80
2015;UR;01;Centro;015;UNIVERSIDAD;P;Edificio Singular;16;1.952;156.270;9.767;;;213.494.712,91;13.343.419,56
2015;UR;01;Centro;015;UNIVERSIDAD;R;Religioso;16;1.902;89.395;5.587;;;72.996.905,23;4.562.306,58
2015;UR;01;Centro;015;UNIVERSIDAD;T;Espect†culos;1;1.900;159;159;;;215.200,63;215.200,63
2015;UR;01;Centro;015;UNIVERSIDAD;V;Residencial;19.741;1.929;1.810.476;92;;;2.493.608.547,13;126.316,22
2015;UR;01;Centro;015;UNIVERSIDAD;Y;Sanidad y Beneficencia;21;1.924;21.109;1.005;;;23.714.628,94;1.129.268,04
2015;UR;01;Centro;016;SOL;A;AlmacÇn-Estacionamiento;821;1.954;102.351;125;;;67.459.407,35;82.167,37
2015;UR;01;Centro;016;SOL;C;Comercial;1.258;1.917;391.428;311;;;1.457.579.627,95;1.158.648,35
2015;UR;01;Centro;016;SOL;E;Cultural;6;1.922;17.467;2.911;;;26.270.945,07;4.378.490,84
2015;UR;01;Centro;016;SOL;G;Ocio y Hosteler°a;209;1.925;177.909;851;;;319.697.577,60;1.529.653,48
2015;UR;01;Centro;016;SOL;I;Industrial;7;1.953;323;46;;;311.926,82;44.560,97
2015;UR;01;Centro;016;SOL;K;Deportivo;1;1.890;797;797;;;482.127,30;482.127,30
2015;UR;01;Centro;016;SOL;M;Suelos sin edificar, obras de urbanizaci¢n y jardiner°a;40;;;;28.578;714;5.464.106,02;136.602,65
2015;UR;01;Centro;016;SOL;O;Oficinas;964;1.940;345.800;359;;;616.858.151,17;639.894,35
2015;UR;01;Centro;016;SOL;P;Edificio Singular;11;1.919;128.597;11.691;;;180.020.893,16;16.365.535,74
2015;UR;01;Centro;016;SOL;R;Religioso;8;1.817;18.134;2.267;;;15.887.862,22;1.985.982,78
2015;UR;01;Centro;016;SOL;T;Espect†culos;7;1.936;23.348;3.335;;;38.110.196,18;5.444.313,74
2015;UR;01;Centro;016;SOL;V;Residencial;4.437;1.918;636.547;143;;;898.298.164,29;202.456,20
2015;UR;01;Centro;016;SOL;Y;Sanidad y Beneficencia;1;1.925;2.109;2.109;;;1.435.914,67;1.435.914,67
2015;UR;02;Arganzuela;021;IMPERIAL;A;AlmacÇn-Estacionamiento;4.912;1.993;291.972;59;;;130.977.371,36;26.664,77
2015;UR;02;Arganzuela;021;IMPERIAL;C;Comercial;630;1.967;85.639;136;;;114.018.955,31;180.982,47
2015;UR;02;Arganzuela;021;IMPERIAL;E;Cultural;9;1.962;31.006;3.445;;;29.475.167,80;3.275.018,64
2015;UR;02;Arganzuela;021;IMPERIAL;G;Ocio y Hosteler°a;2;1.992;20.648;10.324;;;35.918.543,78;17.959.271,89
2015;UR;02;Arganzuela;021;IMPERIAL;I;Industrial;37;1.986;34.255;926;;;29.002.870,04;783.861,35
2015;UR;02;Arganzuela;021;IMPERIAL;K;Deportivo;8;1.987;88.053;11.007;;;136.097.379,83;17.012.172,48
2015;UR;02;Arganzuela;021;IMPERIAL;M;Suelos sin edificar, obras de urbanizaci¢n y jardiner°a;14;;;;135.829;9.702;82.631.584,90;5.902.256,06
2015;UR;02;Arganzuela;021;IMPERIAL;O;Oficinas;124;1.975;58.049;468;;;72.741.079,48;586.621,61
2015;UR;02;Arganzuela;021;IMPERIAL;R;Religioso;1;1.965;63;63;;;72.920,38;72.920,38
2015;UR;02;Arganzuela;021;IMPERIAL;T;Espect†culos;1;1.965;2.576;2.576;;;3.814.484,87;3.814.484,87
2015;UR;02;Arganzuela;021;IMPERIAL;V;Residencial;10.720;1.971;993.911;93;;;1.288.405.310,08;120.187,06
2015;UR;02;Arganzuela;021;IMPERIAL;Y;Sanidad y Beneficencia;5;1.989;49.821;9.964;;;59.525.231,02;11.905.046,20
2015;UR;02;Arganzuela;022;ACACIAS;A;AlmacÇn-Estacionamiento;9.352;1.991;487.167;52;;;228.530.251,62;24.436,51
2015;UR;02;Arganzuela;022;ACACIAS;C;Comercial;1.206;1.974;183.270;152;;;252.308.455,67;209.210,99
2015;UR;02;Arganzuela;022;ACACIAS;E;Cultural;29;1.979;27.766;957;;;29.273.284,65;1.009.423,61
2015;UR;02;Arganzuela;022;ACACIAS;G;Ocio y Hosteler°a;2;996;6.640;3.320;;;9.885.587,69;4.942.793,84
2015;UR;02;Arganzuela;022;ACACIAS;I;Industrial;39;1.978;18.810;482;;;13.089.922,99;335.639,05
2015;UR;02;Arganzuela;022;ACACIAS;K;Deportivo;11;1.989;19.983;1.817;;;8.717.458,67;792.496,24
2015;UR;02;Arganzuela;022;ACACIAS;M;Suelos sin edificar, obras de urbanizaci¢n y jardiner°a;16;;;;202.234;12.640;10.213.819,00;638.363,69
2015;UR;02;Arganzuela;022;ACACIAS;O;Oficinas;172;1.973;46.460;270;;;56.794.997,70;330.203,48
2015;UR;02;Arganzuela;022;ACACIAS;P;Edificio Singular;8;1.978;8.201;1.025;;;7.871.945,65;983.993,21
2015;UR;02;Arganzuela;022;ACACIAS;R;Religioso;4;1.986;6.551;1.638;;;6.954.770,17;1.738.692,54
2015;UR;02;Arganzuela;022;ACACIAS;V;Residencial;17.512;1.976;1.644.701;94;;;2.081.123.675,74;118.839,86
2015;UR;02;Arganzuela;022;ACACIAS;Y;Sanidad y Beneficencia;6;1.982;14.473;2.412;;;20.187.237,63;3.364.539,60
2015;UR;02;Arganzuela;023;CHOPERA;A;AlmacÇn-Estacionamiento;2.170;1.983;110.483;51;;;47.301.698,25;21.798,02
2015;UR;02;Arganzuela;023;CHOPERA;C;Comercial;631;1.955;88.756;141;;;109.152.596,68;172.983,51
2015;UR;02;Arganzuela;023;CHOPERA;E;Cultural;25;1.962;33.380;1.335;;;29.747.172,99;1.189.886,92
2015;UR;02;Arganzuela;023;CHOPERA;G;Ocio y Hosteler°a;12;1.770;5.138;428;;;6.392.737,95;532.728,16
2015;UR;02;Arganzuela;023;CHOPERA;I;Industrial;23;1.958;47.222;2.053;;;28.103.947,04;1.221.910,74
2015;UR;02;Arganzuela;023;CHOPERA;K;Deportivo;2;1.966;360;180;;;367.150,65;183.575,32
2015;UR;02;Arganzuela;023;CHOPERA;M;Suelos sin edificar, obras de urbanizaci¢n y jardiner°a;2;;;;1.168;584;58.866,00;29.433,00
2015;UR;02;Arganzuela;023;CHOPERA;O;Oficinas;94;1.959;18.564;197;;;15.095.156,16;160.586,77
2015;UR;02;Arganzuela;023;CHOPERA;R;Religioso;3;1.961;3.626;1.209;;;3.099.098,26;1.033.032,75
2015;UR;02;Arganzuela;023;CHOPERA;V;Residencial;9.400;1.957;767.988;82;;;903.700.500,85;96.138,35
2015;UR;02;Arganzuela;023;CHOPERA;Y;Sanidad y Beneficencia;10;1.954;4.303;430;;;5.764.630,78;576.463,08
2015;UR;02;Arganzuela;024;LEGAZPI;A;AlmacÇn-Estacionamiento;7.659;2.003;280.422;37;;;133.419.001,10;17.419,90
2015;UR;02;Arganzuela;024;LEGAZPI;C;Comercial;414;1.989;94.420;228;;;113.441.263,98;274.012,71
2015;UR;02;Arganzuela;024;LEGAZPI;E;Cultural;2;1.997;8.450;4.225;;;11.169.786,89;5.584.893,44
2015;UR;02;Arganzuela;024;LEGAZPI;I;Industrial;95;1.977;43.071;453;;;31.398.771,37;330.513,38
2015;UR;02;Arganzuela;024;LEGAZPI;K;Deportivo;3;2.004;21.663;7.221;;;6.044.675,59;2.014.891,86
2015;UR;02;Arganzuela;024;LEGAZPI;M;Suelos sin edificar, obras de urbanizaci¢n y jardiner°a;50;;;;490.586;9.812;36.973.567,00;739.471,34
2015;UR;02;Arganzuela;024;LEGAZPI;O;Oficinas;193;1.975;140.637;729;;;196.929.593,24;1.020.360,59
2015;UR;02;Arganzuela;024;LEGAZPI;R;Religioso;1;2.013;1.556;1.556;;;2.292.882,90;2.292.882,90
2015;UR;02;Arganzuela;024;LEGAZPI;T;Espect†culos;2;1.987;5.237;2.618;;;7.077.685,16;3.538.842,58
2015;UR;02;Arganzuela;024;LEGAZPI;V;Residencial;8.571;1.997;901.509;105;;;1.278.702.608,82;149.189,43
2015;UR;02;Arganzuela;024;LEGAZPI;Y;Sanidad y Beneficencia;4;2.006;26.351;6.588;;;35.333.246,43;8.833.311,61
2015;UR;02;Arganzuela;025;DELICIAS;A;AlmacÇn-Estacionamiento;6.277;1.996;270.962;43;;;126.988.808,52;20.230,81
2015;UR;02;Arganzuela;025;DELICIAS;C;Comercial;712;1.962;105.516;148;;;135.400.957,32;190.169,88
2015;UR;02;Arganzuela;025;DELICIAS;E;Cultural;9;1.968;60.906;6.767;;;58.963.110,30;6.551.456,70
2015;UR;02;Arganzuela;025;DELICIAS;G;Ocio y Hosteler°a;5;1.957;4.262;852;;;7.146.628,46;1.429.325,69
2015;UR;02;Arganzuela;025;DELICIAS;I;Industrial;36;1.960;145.148;4.032;;;103.437.041,06;2.873.251,14
2015;UR;02;Arganzuela;025;DELICIAS;K;Deportivo;4;1.978;8.128;2.032;;;7.148.712,84;1.787.178,21
2015;UR;02;Arganzuela;025;DELICIAS;M;Suelos sin edificar, obras de urbanizaci¢n y jardiner°a;35;;;;57.751;1.650;75.686.636,00;2.162.475,31
2015;UR;02;Arganzuela;025;DELICIAS;O;Oficinas;160;1.974;264.916;1.656;;;371.398.539,54;2.321.240,87
2015;UR;02;Arganzuela;025;DELICIAS;P;Edificio Singular;5;1.941;40.230;8.046;;;39.253.400,24;7.850.680,05
2015;UR;02;Arganzuela;025;DELICIAS;R;Religioso;1;1.963;3.151;3.151;;;2.768.617,18;2.768.617,18
2015;UR;02;Arganzuela;025;DELICIAS;V;Residencial;13.192;1.970;1.227.198;93;;;1.521.807.028,94;115.358,33
2015;UR;02;Arganzuela;025;DELICIAS;Y;Sanidad y Beneficencia;4;1.972;14.065;3.516;;;19.778.609,40;4.944.652,35
2015;UR;02;Arganzuela;026;PALOS DE MOGUER;A;AlmacÇn-Estacionamiento;4.654;1.992;228.388;49;;;105.309.038,82;22.627,64
2015;UR;02;Arganzuela;026;PALOS DE MOGUER;C;Comercial;1.045;1.948;162.718;156;;;198.606.705,87;190.054,26
2015;UR;02;Arganzuela;026;PALOS DE MOGUER;E;Cultural;16;1.963;81.759;5.110;;;74.257.774,25;4.641.110,89
2015;UR;02;Arganzuela;026;PALOS DE MOGUER;G;Ocio y Hosteler°a;19;1.941;39.644;2.087;;;55.240.977,00;2.907.419,84
2015;UR;02;Arganzuela;026;PALOS DE MOGUER;I;Industrial;43;1.967;66.218;1.540;;;59.578.523,13;1.385.547,05
2015;UR;02;Arganzuela;026;PALOS DE MOGUER;K;Deportivo;5;1.966;13.327;2.665;;;16.391.061,44;3.278.212,29
2015;UR;02;Arganzuela;026;PALOS DE MOGUER;M;Suelos sin edificar, obras de urbanizaci¢n y jardiner°a;30;;;;18.669;622;7.975.378,72;265.845,96
2015;UR;02;Arganzuela;026;PALOS DE MOGUER;O;Oficinas;323;1.973;118.562;367;;;142.066.025,74;439.832,90
2015;UR;02;Arganzuela;026;PALOS DE MOGUER;P;Edificio Singular;5;1.957;24.961;4.992;;;21.392.449,43;4.278.489,89
2015;UR;02;Arganzuela;026;PALOS DE MOGUER;R;Religioso;12;1.956;7.585;632;;;6.793.371,27;566.114,27
2015;UR;02;Arganzuela;026;PALOS DE MOGUER;T;Espect†culos;3;1.973;20.738;6.913;;;24.018.469,87;8.006.156,62
2015;UR;02;Arganzuela;026;PALOS DE MOGUER;V;Residencial;13.339;1.953;1.158.497;87;;;1.358.549.744,49;101.847,95
2015;UR;02;Arganzuela;026;PALOS DE MOGUER;Y;Sanidad y Beneficencia;2;1.999;8.736;4.368;;;9.394.593,17;4.697.296,58
2015;UR;02;Arganzuela;027;ATOCHA;A;AlmacÇn-Estacionamiento;479;1.993;49.832;104;;;37.604.340,99;78.505,93
2015;UR;02;Arganzuela;027;ATOCHA;C;Comercial;25;1.977;115.849;4.634;;;159.802.862,70;6.392.114,51
2015;UR;02;Arganzuela;027;ATOCHA;E;Cultural;1;2.013;7.482;7.482;;;5.897.608,50;5.897.608,50
2015;UR;02;Arganzuela;027;ATOCHA;I;Industrial;23;1.968;198.830;8.645;;;297.028.918,07;12.914.300,79
2015;UR;02;Arganzuela;027;ATOCHA;M;Suelos sin edificar, obras de urbanizaci¢n y jardiner°a;98;;;;79.509;811;82.519.783,50;842.038,61
2015;UR;02;Arganzuela;027;ATOCHA;O;Oficinas;136;1.993;121.911;896;;;191.653.024,25;1.409.213,41
2015;UR;02;Arganzuela;027;ATOCHA;T;Espect†culos;1;1.997;18.565;18.565;;;22.926.445,56;22.926.445,56
2015;UR;02;Arganzuela;027;ATOCHA;V;Residencial;486;1.996;52.360;108;;;79.729.051,15;164.051,55
2015;UR;03;Retiro;031;PAC÷FICO;A;AlmacÇn-Estacionamiento;6.374;1.987;352.015;55;;;141.854.594,08;22.255,19
2015;UR;03;Retiro;031;PAC÷FICO;C;Comercial;953;1.959;163.948;172;;;203.818.432,79;213.870,34
2015;UR;03;Retiro;031;PAC÷FICO;E;Cultural;17;1.946;35.227;2.072;;;30.789.981,66;1.811.175,39
2015;UR;03;Retiro;031;PAC÷FICO;G;Ocio y Hosteler°a;1;1.994;1.638;1.638;;;2.073.396,78;2.073.396,78
2015;UR;03;Retiro;031;PAC÷FICO;I;Industrial;41;1.965;15.616;381;;;13.170.766,49;321.238,21
2015;UR;03;Retiro;031;PAC÷FICO;K;Deportivo;5;1.952;754;151;;;1.083.351,50;216.670,30
2015;UR;03;Retiro;031;PAC÷FICO;M;Suelos sin edificar, obras de urbanizaci¢n y jardiner°a;28;;;;55.096;1.968;86.412.104,32;3.086.146,58
2015;UR;03;Retiro;031;PAC÷FICO;O;Oficinas;371;1.969;138.826;374;;;169.794.020,78;457.665,82
2015;UR;03;Retiro;031;PAC÷FICO;P;Edificio Singular;7;1.957;48.929;6.990;;;42.177.227,85;6.025.318,26
2015;UR;03;Retiro;031;PAC÷FICO;R;Religioso;2;1.971;6.085;3.042;;;7.431.194,79;3.715.597,40
2015;UR;03;Retiro;031;PAC÷FICO;V;Residencial;16.718;1.964;1.604.319;96;;;2.053.372.747,67;122.824,07
2015;UR;03;Retiro;031;PAC÷FICO;Y;Sanidad y Beneficencia;1;1.955;152;152;;;154.941,33;154.941,33
2015;UR;03;Retiro;032;ADELFAS;A;AlmacÇn-Estacionamiento;5.916;1.997;234.353;40;;;106.322.284,99;17.971,99
2015;UR;03;Retiro;032;ADELFAS;C;Comercial;317;1.976;52.996;167;;;70.216.718,99;221.503,85
2015;UR;03;Retiro;032;ADELFAS;E;Cultural;3;1.957;9.392;3.131;;;7.418.093,56;2.472.697,85
2015;UR;03;Retiro;032;ADELFAS;G;Ocio y Hosteler°a;9;1.976;12.411;1.379;;;23.101.450,92;2.566.827,88
2015;UR;03;Retiro;032;ADELFAS;I;Industrial;59;1.977;30.672;520;;;23.096.545,78;391.466,88
2015;UR;03;Retiro;032;ADELFAS;K;Deportivo;5;1.989;10.080;2.016;;;7.044.437,13;1.408.887,43
2015;UR;03;Retiro;032;ADELFAS;M;Suelos sin edificar, obras de urbanizaci¢n y jardiner°a;39;;;;40.303;1.033;33.249.973,40;852.563,42
2015;UR;03;Retiro;032;ADELFAS;O;Oficinas;134;1.971;75.303;562;;;91.035.475,25;679.369,22
2015;UR;03;Retiro;032;ADELFAS;R;Religioso;2;1.970;1.349;674;;;1.488.571,70;744.285,85
2015;UR;03;Retiro;032;ADELFAS;V;Residencial;8.485;1.983;841.086;99;;;1.157.321.172,28;136.396,13
2015;UR;03;Retiro;032;ADELFAS;Y;Sanidad y Beneficencia;5;1.988;34.553;6.911;;;31.734.641,01;6.346.928,20
2015;UR;03;Retiro;033;ESTRELLA;A;AlmacÇn-Estacionamiento;5.081;1.987;283.963;56;;;134.350.875,82;26.441,82
2015;UR;03;Retiro;033;ESTRELLA;C;Comercial;315;1.971;36.793;117;;;49.069.170,95;155.775,15
2015;UR;03;Retiro;033;ESTRELLA;E;Cultural;7;1.975;38.567;5.510;;;39.952.808,68;5.707.544,10
2015;UR;03;Retiro;033;ESTRELLA;G;Ocio y Hosteler°a;7;1.966;20.811;2.973;;;33.386.412,27;4.769.487,47
2015;UR;03;Retiro;033;ESTRELLA;I;Industrial;17;1.965;10.043;591;;;8.624.489,33;507.322,90
2015;UR;03;Retiro;033;ESTRELLA;K;Deportivo;5;1.975;16.219;3.244;;;19.077.582,83;3.815.516,57
2015;UR;03;Retiro;033;ESTRELLA;M;Suelos sin edificar, obras de urbanizaci¢n y jardiner°a;9;;;;9.062;1.007;7.308.844,00;812.093,78
2015;UR;03;Retiro;033;ESTRELLA;O;Oficinas;260;1.975;108.528;417;;;165.269.795,60;635.653,06
2015;UR;03;Retiro;033;ESTRELLA;R;Religioso;5;1.970;5.436;1.087;;;6.158.703,20;1.231.740,64
2015;UR;03;Retiro;033;ESTRELLA;V;Residencial;9.358;1.973;1.226.113;131;;;1.718.113.234,82;183.598,34
2015;UR;03;Retiro;033;ESTRELLA;Y;Sanidad y Beneficencia;10;1.975;44.803;4.480;;;51.323.804,46;5.132.380,45
2015;UR;03;Retiro;034;IBIZA;A;AlmacÇn-Estacionamiento;2.078;1.974;182.846;88;;;144.370.579,21;69.475,74
2015;UR;03;Retiro;034;IBIZA;C;Comercial;794;1.947;103.468;130;;;188.105.590,57;236.908,80
2015;UR;03;Retiro;034;IBIZA;E;Cultural;4;1.946;4.402;1.100;;;5.768.874,74;1.442.218,68
2015;UR;03;Retiro;034;IBIZA;I;Industrial;29;1.951;7.460;257;;;9.185.810,89;316.752,10
2015;UR;03;Retiro;034;IBIZA;M;Suelos sin edificar, obras de urbanizaci¢n y jardiner°a;18;;;;10.169;565;4.291.051,08;238.391,73
2015;UR;03;Retiro;034;IBIZA;O;Oficinas;225;1.963;55.231;245;;;106.102.361,70;471.566,05
2015;UR;03;Retiro;034;IBIZA;P;Edificio Singular;1;1.952;1.648;1.648;;;2.026.436,84;2.026.436,84
2015;UR;03;Retiro;034;IBIZA;R;Religioso;5;1.969;7.356;1.471;;;8.585.123,08;1.717.024,62
2015;UR;03;Retiro;034;IBIZA;T;Espect†culos;1;1.945;868;868;;;1.530.277,06;1.530.277,06
2015;UR;03;Retiro;034;IBIZA;V;Residencial;10.083;1.948;1.171.808;116;;;1.963.274.157,97;194.711,31
2015;UR;03;Retiro;034;IBIZA;Y;Sanidad y Beneficencia;8;1.959;186.938;23.367;;;304.908.537,49;38.113.567,19
2015;UR;03;Retiro;035;LOS JER‡NIMOS;A;AlmacÇn-Estacionamiento;425;1.952;73.733;173;;;58.480.035,08;137.600,08
2015;UR;03;Retiro;035;LOS JER‡NIMOS;C;Comercial;188;1.940;46.216;246;;;83.490.588,54;444.098,88
2015;UR;03;Retiro;035;LOS JER‡NIMOS;E;Cultural;13;1.969;110.637;8.511;;;194.524.213,27;14.963.401,02
2015;UR;03;Retiro;035;LOS JER‡NIMOS;G;Ocio y Hosteler°a;24;1.984;53.717;2.238;;;138.239.979,35;5.759.999,14
2015;UR;03;Retiro;035;LOS JER‡NIMOS;I;Industrial;59;1.965;65.994;1.119;;;69.217.871,10;1.173.184,26
2015;UR;03;Retiro;035;LOS JER‡NIMOS;K;Deportivo;4;1.984;12.809;3.202;;;13.349.104,63;3.337.276,16
2015;UR;03;Retiro;035;LOS JER‡NIMOS;M;Suelos sin edificar, obras de urbanizaci¢n y jardiner°a;11;;;;1.135.146;103.195;32.672.989,64;2.970.271,79
2015;UR;03;Retiro;035;LOS JER‡NIMOS;O;Oficinas;241;1.944;224.450;931;;;586.095.038,47;2.431.929,62
2015;UR;03;Retiro;035;LOS JER‡NIMOS;P;Edificio Singular;21;1.957;184.748;8.798;;;387.758.391,14;18.464.685,29
2015;UR;03;Retiro;035;LOS JER‡NIMOS;T;Espect†culos;3;1.985;5.479;1.826;;;8.997.786,61;2.999.262,20
2015;UR;03;Retiro;035;LOS JER‡NIMOS;V;Residencial;3.155;1.949;613.598;194;;;1.309.756.585,71;415.136,79
