"id_local";"id_distrito_local";"desc_distrito_local";"id_barrio_local";"desc_barrio_local";"id_ndp_edificio";"id_clase_ndp_edificio";"desc_ndp_edificio";"Cod_Postal";"coordenada_x_local";"coordenada_y_local";"id_tipo_acceso_local";"desc_tipo_acceso_local";"id_situacion_local";"desc_situacion_local";"secuencial_local_PC";"Escalera";"id_planta_agrupado";"id_local_agrupado";"coordenada_x_agrupacion";"coordenada_y_agrupacion";"rotulo";"id_periodo_terraza";"desc_periodo_terraza";"id_situacion_terraza";"desc_situacion_terraza";"Superficie_ES";"Superficie_RA";"Fecha_confir_ult_decreto_resol";"id_ndp_terraza";"id_clase_ndp_terraza";"desc_ndp_terraza";"desc_ubicacion_terraza";"hora_ini_LJ_es";"hora_fin_LJ_es";"hora_ini_LJ_ra";"hora_fin_LJ_ra";"hora_ini_VS_es";"hora_fin_VS_es";"hora_ini_VS_ra";"hora_fin_VS_ra";"mesas_aux_es";"mesas_aux_ra";"mesas_es";"mesas_ra";"sillas_es";"sillas_ra";"id_terraza"
"10000003";"1";"CENTRO              ";"104";"JUSTICIA            ";"11005235";"1";"CALLE  BARCELO NUM 5   ";"28004";"440554,59";"4475338,53";"1";"Puerta Calle";"1";"Abierto";"10";"";"PB";"";"";"";"VITACA";"1";"Anual";"1";"Abierta";"6,48";"6,48";"07/04/2015";"11005235";"1";"CALLE  BARCELO NUM 5   ";"Acera";"2.70";"10:00:00";"10:00:00";"23:00:00";"10:00:00";"01:30:00";"10:00:00";"23:00:00";"0";"0";"2";"2";"8";"8";"2038"
"10000071";"1";"CENTRO              ";"106";"SOL                 ";"11007454";"1";"CALLE  BARCELONA NUM 12   ";"28012";"440388,59";"4474077,53";"1";"Puerta Calle";"1";"Abierto";"10";"";"PB";"";"";"";"LA DESCUBIERTA";"1";"Anual";"1";"Abierta";"4,32";"4,32";"04/05/2015";"11007454";"1";"CALLE  BARCELONA NUM 12   ";"Calle peatonal";"10:00:00";"12:00:00";"10:00:00";"23:00:00";"10:00:00";"01:30:00";"10:00:00";"23:00:00";"0";"0";"3";"3";"6";"6";"2316"
"10000093";"1";"CENTRO              ";"104";"JUSTICIA            ";"20005422";"1";"CALLE  BARQUILLO NUM 7   ";"28004";"440953,59";"4474656,52";"1";"Puerta Calle";"1";"Abierto";"30";"";"PB";"";"";"";"LA REVOLTOSA";"1";"Anual";"1";"Abierta";"27,72";"27,72";"16/09/2016";"11004306";"1";"PLAZA  REY NUM 4   ";"Plaza peatonal";"10:00:00";"00:00:00";"10:00:00";"23:00:00";"10:00:00";"01:30:00";"10:00:00";"23:00:00";"0";"0";"8";"8";"32";"32";"3793"
"10000150";"1";"CENTRO              ";"106";"SOL                 ";"11007683";"1";"PLAZA  MAYOR NUM 1   ";"28012";"440044,59";"4474063,53";"1";"Puerta Calle";"1";"Abierto";"10";"";"PB";"";"";"";"CAFE LOS ARCOS BAR";"1";"Anual";"1";"Abierta";"54";"54";"22/03/2016";"11007690";"1";"PLAZA  MAYOR NUM 2   ";"Plaza peatonal";"10:00:00";"01:00:00";"10:00:00";"23:00:00";"10:00:00";"02:30:00";"10:00:00";"23:00:00";"2";"2";"15";"15";"60";"60";"3321"
"10000325";"1";"CENTRO              ";"101";"PALACIO             ";"11000323";"1";"CALLE  VERGARA NUM 1   ";"28013";"439756,6";"4474372,53";"1";"Puerta Calle";"1";"Abierto";"10";"";"PB";"";"";"";"NEMRUT KEBAB PIZZA";"1";"Anual";"1";"Abierta";"4,32";"4,32";"01/04/2015";"11000323";"1";"CALLE  VERGARA NUM 1   ";"Acera";"10:00:00";"01:00:00";"10:00:00";"23:00:00";"10:00:00";"02:30:00";"10:00:00";"23:00:00";"0";"0";"3";"3";"6";"6";"1940"
"10000401";"1";"CENTRO              ";"101";"PALACIO             ";"20003836";"1";"PLAZA  ISABEL II NUM 8   ";"28013";"439862,6";"4474385,53";"1";"Puerta Calle";"1";"Abierto";"30";"";"PB";"";"";"";"VIENA CAPELLANES";"1";"Anual";"1";"Abierta";"9,72";"9,72";"04/03/2015";"20003822";"1";"CALLE  ARENAL NUM 30   ";"Calle peatonal";"0.00";"10:00:00";"10:00:00";"00:00:00";"10:00:00";"02:00:00";"10:00:00";"00:00:00";"0";"0";"3";"3";"12";"12";"1666"
"10000503";"1";"CENTRO              ";"106";"SOL                 ";"11007793";"1";"CALLE  ARENAL NUM 9   ";"28013";"0";"0";"0";"Agrupado";"1";"Abierto";"0";"";"PB";"EX49";"440090,59";"4474284,53";"CAFE AND TE (L-10)";"1";"Anual";"1";"Abierta";"8,1";"8,1";"20/02/2015";"11007793";"1";"CALLE  ARENAL NUM 9   ";"Calle peatonal";"10:00:00";"01:00:00";"10:00:00";"00:00:00";"10:00:00";"02:30:00";"10:00:00";"00:00:00";"0";"0";"5";"5";"11";"11";"1561"
"10000517";"1";"CENTRO              ";"101";"PALACIO             ";"11000742";"1";"PLAZA  CEBADA NUM 9   ";"28005";"439764,59";"4473674,53";"1";"Puerta Calle";"1";"Abierto";"10";"";"PB";"";"";"";"BAR LA EXTREMEÑA";"1";"Anual";"1";"Abierta";"3,78";"3,78";"22/01/2015";"11000742";"1";"PLAZA  CEBADA NUM 9   ";"Acera";"2.58";"10:00:00";"10:00:00";"23:00:00";"10:00:00";"01:30:00";"10:00:00";"23:00:00";"0";"0";"2";"2";"5";"5";"1364"
"10000710";"1";"CENTRO              ";"102";"EMBAJADORES         ";"11001519";"1";"CALLE  SAN MILLAN NUM 3   ";"28012";"439953,59";"4473651,53";"1";"Puerta Calle";"1";"Abierto";"20";"";"PB";"";"";"";"RESTAURANTE LA BOFIA CERVEZAS Y SIDRAS";"1";"Anual";"1";"Abierta";"12,6";"12,6";"06/09/2017";"11001519";"1";"CALLE  SAN MILLAN NUM 3   ";"Acera";"10:00:00";"01:30:00";"10:00:00";"23:00:00";"10:00:00";"01:30:00";"10:00:00";"23:00:00";"0";"0";"5";"5";"15";"15";"6361"
"10000876";"1";"CENTRO              ";"106";"SOL                 ";"11007781";"1";"CALLE  ARENAL NUM 15   ";"28013";"439964,59";"4474332,53";"1";"Puerta Calle";"1";"Abierto";"70";"";"PB";"";"";"";"GINOS";"1";"Anual";"1";"Abierta";"7,92";"7,92";"27/05/2015";"11007781";"1";"CALLE  ARENAL NUM 15   ";"Calle peatonal";"10:00:00";"01:00:00";"10:00:00";"00:00:00";"10:00:00";"02:30:00";"10:00:00";"00:00:00";"0";"0";"3";"3";"10";"10";"2528"
"10001057";"1";"CENTRO              ";"102";"EMBAJADORES         ";"11001474";"1";"CALLE  TOLEDO NUM 51   ";"28005";"439940,59";"4473709,53";"1";"Puerta Calle";"1";"Abierto";"10";"";"PB";"";"";"";"BAR RESTAURANTE";"1";"Anual";"1";"Abierta";"9,36";"9,36";"05/07/2017";"11001474";"1";"CALLE  TOLEDO NUM 51   ";"Acera";"08:00:00";"01:30:00";"08:00:00";"01:00:00";"08:00:00";"01:30:00";"08:00:00";"01:00:00";"0";"0";"4";"4";"12";"12";"6227"
"10001062";"1";"CENTRO              ";"103";"CORTES              ";"11003428";"1";"PLAZA  PLATERIA DE MARTINEZ NUM 1   ";"28014";"441128,59";"4473776,52";"1";"Puerta Calle";"1";"Abierto";"20";"";"PB";"";"";"";"LA TAPERIA";"1";"Anual";"1";"Abierta";"62,62";"62,62";"21/03/2016";"11003428";"1";"PLAZA  PLATERIA DE MARTINEZ NUM 1   ";"Plaza con bandas permanentes de circulación rodada";"10:00:00";"01:00:00";"10:00:00";"23:00:00";"10:00:00";"02:30:00";"10:00:00";"23:00:00";"1";"1";"18";"18";"66";"66";"3309"
"10001127";"1";"CENTRO              ";"101";"PALACIO             ";"11000396";"1";"PLAZA  ISABEL II NUM 1   ";"28013";"439828,6";"4474367,53";"1";"Puerta Calle";"1";"Abierto";"20";"";"PB";"";"";"";"MCDONALD'S ÓPERA";"1";"Anual";"1";"Abierta";"9,72";"5,4";"05/02/2015";"11000396";"1";"PLAZA  ISABEL II NUM 1   ";"Acera";"2.50";"08:00:00";"08:00:00";"01:00:00";"08:00:00";"01:30:00";"08:00:00";"01:00:00";"0";"0";"3";"3";"12";"12";"1505"
"10001163";"1";"CENTRO              ";"106";"SOL                 ";"11007242";"1";"CALLE  VENERAS NUM 9   ";"28013";"439950,6";"4474584,53";"1";"Puerta Calle";"1";"Abierto";"30";"";"PB";"";"";"";"NIPPONSEI";"1";"Anual";"1";"Abierta";"15,12";"15,12";"23/11/2016";"20003766";"1";"PLAZA  SANTO DOMINGO NUM 19   ";"Plaza con bandas permanentes de circulación rodada";"10:00:00";"00:30:00";"10:00:00";"23:00:00";"10:00:00";"02:00:00";"10:00:00";"23:00:00";"0";"0";"8";"8";"16";"16";"3897"
"10001171";"1";"CENTRO              ";"106";"SOL                 ";"11007801";"1";"CALLE  COLOREROS NUM 4   ";"28013";"440023,59";"4474246,53";"1";"Puerta Calle";"1";"Abierto";"10";"";"PB";"";"";"";"RÓTULO NO INFORMADO";"1";"Anual";"1";"Abierta";"1,44";"1,44";"22/12/2014";"11007801";"1";"CALLE  COLOREROS NUM 4   ";"Calle peatonal";"0.00";"10:00:00";"10:00:00";"23:00:00";"10:00:00";"01:30:00";"10:00:00";"23:00:00";"0";"0";"1";"1";"2";"2";"1183"
"10001180";"1";"CENTRO              ";"106";"SOL                 ";"20007074";"1";"CALLE  COLOREROS NUM 1   ";"28013";"440010,59";"4474207,53";"1";"Puerta Calle";"1";"Abierto";"10";"";"PB";"";"";"";"CERVECERIA  100 MONTADITOS";"1";"Anual";"1";"Abierta";"16,2";"16,2";"01/04/2015";"20007074";"1";"CALLE  COLOREROS NUM 1   ";"Calle peatonal";"10:00:00";"00:30:00";"10:00:00";"23:00:00";"10:00:00";"02:00:00";"10:00:00";"23:00:00";"0";"0";"5";"5";"20";"20";"1935"
"10001293";"1";"CENTRO              ";"106";"SOL                 ";"11007450";"1";"CALLE  BARCELONA NUM 4   ";"28012";"440387,59";"4474125,53";"1";"Puerta Calle";"1";"Abierto";"10";"";"PB";"";"";"";"BAR RESTAURANTE EN BUSCA DEL TIEMPO";"1";"Anual";"1";"Abierta";"14,58";"14,58";"04/05/2015";"11007450";"1";"CALLE  BARCELONA NUM 4   ";"Calle peatonal";"0.00";"10:00:00";"10:00:00";"23:00:00";"10:00:00";"01:30:00";"10:00:00";"23:00:00";"0";"0";"7";"7";"19";"19";"2317"
"10001300";"1";"CENTRO              ";"104";"JUSTICIA            ";"11004619";"1";"CALLE  AUGUSTO FIGUEROA NUM 43   ";"28004";"440905,59";"4474837,52";"1";"Puerta Calle";"1";"Abierto";"10";"";"PB";"";"";"";"VALGAME DIOS";"1";"Anual";"1";"Abierta";"26";"26";"05/03/2015";"11004607";"1";"CALLE  VALGAME DIOS NUM 2   ";"Calle peatonal";"10:00:00";"00:00:00";"10:00:00";"23:00:00";"10:00:00";"01:30:00";"10:00:00";"23:00:00";"1";"1";"10";"10";"27";"27";"1683"
"10001382";"1";"CENTRO              ";"106";"SOL                 ";"11007281";"1";"PLAZA  SAN MARTIN NUM 5   ";"28013";"440044,59";"4474460,53";"1";"Puerta Calle";"1";"Abierto";"10";"";"PB";"";"";"";"HOTEL INTUR PALACIO DE SAN MARTIN                 ";"1";"Anual";"1";"Abierta";"43,61";"43,61";"12/12/2014";"11007281";"1";"PLAZA  SAN MARTIN NUM 5   ";"Plaza peatonal";"0.00";"10:00:00";"10:00:00";"23:00:00";"10:00:00";"02:00:00";"10:00:00";"23:00:00";"0";"0";"12";"12";"48";"48";"1161"
"10001429";"1";"CENTRO              ";"103";"CORTES              ";"11003871";"1";"PLAZA  SANTA ANA NUM 5   ";"28012";"440569,59";"4474057,53";"1";"Puerta Calle";"1";"Abierto";"10";"";"PB";"";"";"";"O'CACHO DO JOSE";"1";"Anual";"1";"Abierta";"57,6";"57,6";"30/12/2014";"11003871";"1";"PLAZA  SANTA ANA NUM 5   ";"Plaza peatonal";"0.00";"10:00:00";"10:00:00";"23:00:00";"10:00:00";"01:30:00";"10:00:00";"23:00:00";"0";"0";"19";"19";"68";"68";"1225"
"10001507";"1";"CENTRO              ";"106";"SOL                 ";"11007550";"1";"CALLE  POSTAS NUM 8   ";"28012";"440141,59";"4474185,53";"1";"Puerta Calle";"1";"Abierto";"10";"";"PB";"";"";"";"MUSEO DEL JAMON";"1";"Anual";"1";"Abierta";"20,88";"20,88";"25/02/2015";"11007552";"1";"CALLE  SAN CRISTOBAL NUM 1   ";"Calle peatonal";"0.00";"10:00:00";"10:00:00";"23:00:00";"10:00:00";"02:30:00";"10:00:00";"23:00:00";"0";"0";"7";"7";"26";"26";"1592"
"10001586";"1";"CENTRO              ";"104";"JUSTICIA            ";"11005155";"1";"CALLE  ORELLANA NUM 4   ";"28004";"440991,59";"4475347,52";"1";"Puerta Calle";"1";"Abierto";"10";"";"PB";"";"";"";"CACAO SAMPAKA";"2";"Estacional";"1";"Abierta";"12,26";"";"05/02/2015";"11005155";"1";"CALLE  ORELLANA NUM 4   ";"Acera";"2.50";"10:00:00";"";"";"10:00:00";"01:30:00";"";"";"0";"";"8";"";"16";"";"1497"
"10001682";"1";"CENTRO              ";"105";"UNIVERSIDAD         ";"11006844";"1";"CALLE  SAN BERNARDO NUM 13   ";"28015";"439926,6";"4474824,53";"1";"Puerta Calle";"1";"Abierto";"40";"";"PB";"";"";"";"STARBUCKS COFFEE";"1";"Anual";"1";"Abierta";"20,02";"20,02";"14/10/2016";"20006238";"1";"CALLE  GRAN VIA NUM 58   ";"Acera";"10:00:00";"01:00:00";"10:00:00";"00:00:00";"10:00:00";"02:30:00";"10:00:00";"00:00:00";"0";"0";"8";"8";"21";"21";"3834"
"10001686";"1";"CENTRO              ";"101";"PALACIO             ";"11000521";"1";"PLAZA  SAN MIGUEL NUM 1   ";"28005";"439820,6";"4474142,53";"1";"Puerta Calle";"1";"Abierto";"10";"";"PB";"";"";"";"FREDDO FREDDO";"2";"Estacional";"1";"Abierta";"6,48";"";"30/12/2014";"11000521";"1";"PLAZA  SAN MIGUEL NUM 1   ";"Plaza peatonal";"10:00:00";"00:30:00";"";"";"10:00:00";"02:00:00";"";"";"0";"";"2";"";"8";"";"1232"
"10001692";"1";"CENTRO              ";"103";"CORTES              ";"11003967";"1";"PLAZA  CORTES NUM 7   ";"28014";"441034,59";"4474069,52";"1";"Puerta Calle";"1";"Abierto";"40";"";"PB";"";"";"";"STARBUCKS COFFEE";"1";"Anual";"1";"Abierta";"36,3";"36,3";"26/05/2015";"20104764";"1";"PLAZA  CANOVAS DEL CASTILLO NUM 5   ";"Acera";"5.61";"10:00:00";"10:00:00";"00:00:00";"10:00:00";"02:00:00";"10:00:00";"00:00:00";"0";"0";"17";"17";"34";"34";"2499"
"10001699";"1";"CENTRO              ";"106";"SOL                 ";"11007832";"1";"CALLE  ARENAL NUM 20   ";"28013";"439996,59";"4474338,53";"1";"Puerta Calle";"1";"Abierto";"30";"";"PB";"";"";"";"CAFE AND TE";"1";"Anual";"1";"Abierta";"2,88";"2,88";"20/02/2015";"11007832";"1";"CALLE  ARENAL NUM 20   ";"Calle peatonal";"0.00";"10:00:00";"10:00:00";"00:00:00";"10:00:00";"02:30:00";"10:00:00";"00:00:00";"0";"0";"2";"2";"4";"4";"1562"
"10001701";"1";"CENTRO              ";"106";"SOL                 ";"11007583";"1";"PLAZA  SANTA CRUZ NUM 6   ";"28012";"440126,59";"4474095,53";"1";"Puerta Calle";"1";"Abierto";"10";"";"PB";"";"";"";"CORNER CAFE";"1";"Anual";"1";"Abierta";"64,08";"64,08";"30/01/2015";"11007583";"1";"PLAZA  SANTA CRUZ NUM 6   ";"Plaza peatonal";"0.00";"10:00:00";"10:00:00";"23:00:00";"10:00:00";"02:30:00";"10:00:00";"23:00:00";"0";"0";"22";"22";"80";"80";"1457"
"10001751";"1";"CENTRO              ";"102";"EMBAJADORES         ";"11003117";"1";"CALLE  DOCTOR DRUMEN NUM 1   ";"28012";"441217,58";"4473400,52";"1";"Puerta Calle";"1";"Abierto";"10";"";"PB";"";"";"";"RESTAURANTE CASA LUCIANO";"1";"Anual";"1";"Abierta";"12,6";"12,6";"23/10/2015";"11003117";"1";"CALLE  DOCTOR DRUMEN NUM 1   ";"Acera";"10:00:00";"01:00:00";"10:00:00";"23:00:00";"10:00:00";"02:30:00";"10:00:00";"23:00:00";"0";"0";"5";"5";"16";"16";"3117"
"10001786";"1";"CENTRO              ";"101";"PALACIO             ";"11000340";"1";"CALLE  VERGARA NUM 4   ";"28013";"439700,6";"4474377,53";"1";"Puerta Calle";"1";"Abierto";"10";"";"PB";"";"";"";"RÓTULO NO INFORMADO";"1";"Anual";"1";"Abierta";"84,24";"84,24";"07/05/2015";"11000354";"1";"CALLE  CARLOS III NUM 1   ";"Calle peatonal";"0.00";"10:00:00";"10:00:00";"23:00:00";"10:00:00";"02:30:00";"10:00:00";"23:00:00";"1";"1";"19";"19";"68";"68";"2364"
"10001817";"1";"CENTRO              ";"103";"CORTES              ";"11003273";"1";"CALLE  ATOCHA NUM 117   ";"28012";"441091,59";"4473515,52";"1";"Puerta Calle";"1";"Abierto";"30";"";"PB";"";"";"";"EURO DONER ISTANBUL";"2";"Estacional";"1";"Abierta";"7,02";"";"22/03/2016";"11003273";"1";"CALLE  ATOCHA NUM 117   ";"Acera";"2.60";"10:00:00";"";"";"10:00:00";"02:30:00";"";"";"0";"";"3";"";"9";"";"3327"
"10001841";"1";"CENTRO              ";"106";"SOL                 ";"20006544";"1";"CALLE  POSTIGO DE SAN MARTIN NUM 7   ";"28013";"440090,59";"4474522,53";"1";"Puerta Calle";"1";"Abierto";"10";"";"PB";"";"";"";"CHOCOLATERIA VALOR";"1";"Anual";"1";"Abierta";"56,88";"56,88";"26/05/2015";"20006544";"1";"CALLE  POSTIGO DE SAN MARTIN NUM 7   ";"Calle peatonal";"0.00";"10:00:00";"10:00:00";"00:00:00";"10:00:00";"02:30:00";"10:00:00";"00:00:00";"0";"0";"30";"30";"64";"64";"2496"
"10001917";"1";"CENTRO              ";"106";"SOL                 ";"11007696";"1";"CALLE  CUCHILLEROS NUM 17   ";"28005";"439925,59";"4473945,53";"1";"Puerta Calle";"1";"Abierto";"20";"";"PB";"";"";"";"CAFFETERIA GELATERIA 4D";"1";"Anual";"1";"Abierta";"31,86";"31,86";"25/02/2015";"11007711";"1";"CALLE  LATONEROS NUM 10   ";"Calle peatonal";"0.00";"10:00:00";"10:00:00";"23:00:00";"10:00:00";"02:00:00";"10:00:00";"23:00:00";"0";"0";"9";"9";"36";"36";"1600"
"10001936";"1";"CENTRO              ";"106";"SOL                 ";"11007699";"1";"CALLE  TOLEDO NUM 4   ";"28005";"439958,59";"4474028,53";"1";"Puerta Calle";"1";"Abierto";"10";"";"PB";"";"";"";"CORRIENTES 348";"1";"Anual";"1";"Abierta";"500";"500";"27/01/2015";"11007699";"1";"CALLE  TOLEDO NUM 4   ";"Calle peatonal";"6.24";"10:00:00";"10:00:00";"00:00:00";"10:00:00";"02:30:00";"10:00:00";"00:00:00";"0";"0";"10";"10";"25";"25";"1401"
"10001940";"1";"CENTRO              ";"106";"SOL                 ";"11007483";"1";"CALLE  CRUZ NUM 26   ";"28012";"440389,59";"4474055,53";"1";"Puerta Calle";"1";"Abierto";"20";"";"PB";"";"";"";"RESTAURANTE TIJCAL";"1";"Anual";"1";"Abierta";"11,52";"11,52";"03/11/2017";"20006666";"1";"CALLE  BARCELONA NUM 16   ";"Calle peatonal";"10:00:00";"12:00:00";"10:00:00";"23:00:00";"10:00:00";"01:30:00";"10:00:00";"23:00:00";"0";"0";"8";"8";"16";"16";"6428"
"10002008";"1";"CENTRO              ";"101";"PALACIO             ";"11000819";"1";"CALLE  TOLEDO NUM 74   ";"28005";"439757,59";"4473444,53";"1";"Puerta Calle";"1";"Abierto";"10";"";"PB";"";"";"";"RESTAURANTE JAVIER MARTIN CROQUETAS Y CAFE";"1";"Anual";"1";"Abierta";"7,2";"7,2";"25/02/2015";"11000819";"1";"CALLE  TOLEDO NUM 74   ";"Acera";"2.60";"10:00:00";"10:00:00";"00:00:00";"10:00:00";"02:30:00";"10:00:00";"00:00:00";"0";"0";"5";"5";"10";"10";"1604"
"10002032";"1";"CENTRO              ";"106";"SOL                 ";"20104752";"1";"CALLE  TETUAN NUM 30   ";"28013";"440340,59";"4474392,53";"1";"Puerta Calle";"1";"Abierto";"10";"";"PB";"";"";"";"EL MANANTIAL";"1";"Anual";"1";"Abierta";"6,72";"6,72";"05/12/2016";"20104752";"1";"CALLE  TETUAN NUM 30   ";"Calle peatonal";"10:00:00";"01:00:00";"10:00:00";"23:00:00";"10:00:00";"02:00:00";"10:00:00";"23:00:00";"0";"0";"7";"7";"14";"14";"4018"
"10002055";"1";"CENTRO              ";"105";"UNIVERSIDAD         ";"20006422";"1";"CALLE  GONZALO JIMENEZ DE QUESADA NUM 2   ";"28004";"440379,59";"4474640,53";"1";"Puerta Calle";"1";"Abierto";"40";"";"PB";"";"";"";"STARBUCKS";"1";"Anual";"1";"Abierta";"22,75";"22,75";"22/12/2014";"11007166";"1";"CALLE  GRAN VIA NUM 30   ";"Acera";"10:00:00";"01:00:00";"10:00:00";"00:00:00";"10:00:00";"02:30:00";"10:00:00";"00:00:00";"0";"0";"12";"12";"24";"24";"1179"
"10002063";"1";"CENTRO              ";"101";"PALACIO             ";"11000112";"1";"CALLE  GRAN VIA NUM 73   ";"28013";"439697,6";"4474968,54";"1";"Puerta Calle";"1";"Abierto";"20";"";"PB";"";"";"";"STARBUCKS COFFE";"1";"Anual";"1";"Abierta";"19,82";"19,82";"24/04/2015";"11000112";"1";"CALLE  GRAN VIA NUM 73   ";"Acera";"10:00:00";"01:00:00";"10:00:00";"00:00:00";"10:00:00";"02:30:00";"10:00:00";"00:00:00";"0";"0";"8";"8";"16";"16";"2226"
"10002074";"1";"CENTRO              ";"101";"PALACIO             ";"11000168";"1";"CALLE  SILVA NUM 2   ";"28013";"439935,6";"4474652,53";"1";"Puerta Calle";"1";"Abierto";"70";"";"PB";"";"";"";"CAFETERIA DOMINGO'S";"1";"Anual";"1";"Abierta";"22,36";"22,36";"29/04/2015";"31033430";"1";"CALLE  JACOMETREZO NUM 10   ";"Acera";"4.31";"10:00:00";"10:00:00";"00:00:00";"10:00:00";"02:30:00";"10:00:00";"00:00:00";"0";"0";"9";"9";"27";"27";"2278"
"10002081";"1";"CENTRO              ";"106";"SOL                 ";"11007254";"1";"CALLE  PRECIADOS NUM 33   ";"28013";"440022,6";"4474573,53";"1";"Puerta Calle";"1";"Abierto";"50";"";"PB";"";"";"";"LIZARRAN";"1";"Anual";"1";"Abierta";"18,72";"18,72";"25/02/2015";"11007254";"1";"CALLE  PRECIADOS NUM 33   ";"Calle peatonal";"0.00";"10:00:00";"10:00:00";"00:00:00";"10:00:00";"02:30:00";"10:00:00";"00:00:00";"0";"0";"8";"8";"24";"24";"1594"
"10002098";"1";"CENTRO              ";"101";"PALACIO             ";"31037234";"1";"CALLE  DOCTOR CARRACIDO NUM 1   ";"28013";"439712,6";"4474907,54";"1";"Puerta Calle";"1";"Abierto";"30";"";"PB";"";"";"";"CERVECERIA LA PASIÓN";"1";"Anual";"1";"Abierta";"16,38";"16,38";"10/11/2017";"20003684";"1";"CALLE  LEGANITOS NUM 28   ";"Acera";"10:00:00";"00:30:00";"10:00:00";"23:00:00";"10:00:00";"01:30:00";"10:00:00";"23:00:00";"0";"0";"7";"7";"21";"21";"6452"
"10002104";"1";"CENTRO              ";"101";"PALACIO             ";"11000237";"1";"CALLE  GRAN VIA NUM 59   ";"28013";"439854,6";"4474835,53";"1";"Puerta Calle";"1";"Abierto";"10";"";"PB";"";"";"";"DI BOCCA RESTAURANTE ITALIANO";"2";"Estacional";"1";"Abierta";"14,4";"";"29/12/2014";"11000237";"1";"CALLE  GRAN VIA NUM 59   ";"Acera";"5.40";"10:00:00";"";"";"10:00:00";"02:30:00";"";"";"0";"";"5";"";"18";"";"1218"
"10002114";"1";"CENTRO              ";"101";"PALACIO             ";"11000305";"1";"CUESTA  SANTO DOMINGO NUM 12   ";"28013";"439813,6";"4474567,53";"1";"Puerta Calle";"1";"Abierto";"30";"";"PB";"";"";"";"EL MINIBAR";"1";"Anual";"1";"Abierta";"27,11";"27,11";"30/01/2015";"11000305";"1";"CUESTA  SANTO DOMINGO NUM 12   ";"Acera";"10:00:00";"01:00:00";"10:00:00";"00:00:00";"10:00:00";"02:30:00";"10:00:00";"00:00:00";"0";"0";"9";"9";"32";"32";"1461"
"10002119";"1";"CENTRO              ";"101";"PALACIO             ";"11000397";"1";"CALLE  ARENAL NUM 23   ";"28013";"439847,6";"4474365,53";"1";"Puerta Calle";"1";"Abierto";"30";"";"PB";"";"";"";"RODILLA";"1";"Anual";"1";"Abierta";"11,35";"11,35";"22/07/2016";"11000397";"1";"CALLE  ARENAL NUM 23   ";"Calle peatonal";"10:00:00";"01:00:00";"10:00:00";"00:00:00";"10:00:00";"02:30:00";"10:00:00";"00:00:00";"0";"0";"4";"4";"10";"10";"3684"
"10002139";"1";"CENTRO              ";"101";"PALACIO             ";"11000526";"1";"CALLE  CAVA DE SAN MIGUEL NUM 6   ";"28005";"439895,59";"4474065,53";"1";"Puerta Calle";"1";"Abierto";"60";"";"PB";"";"";"";"DON CARNARL";"1";"Anual";"1";"Abierta";"7,02";"6,5";"19/01/2015";"11000526";"1";"CALLE  CAVA DE SAN MIGUEL NUM 6   ";"Acera";"2.50";"10:00:00";"10:00:00";"23:00:00";"10:00:00";"01:30:00";"10:00:00";"23:00:00";"0";"0";"3";"3";"9";"9";"1344"
"10002179";"1";"CENTRO              ";"106";"SOL                 ";"11007460";"1";"CALLE  CADIZ NUM 9   ";"28012";"440387,59";"4474149,53";"1";"Puerta Calle";"1";"Abierto";"10";"";"PB";"";"";"";"MALASPINA";"1";"Anual";"1";"Abierta";"5,58";"5,58";"04/05/2015";"11007460";"1";"CALLE  CADIZ NUM 9   ";"Calle peatonal";"10:00:00";"12:00:00";"10:00:00";"23:00:00";"10:00:00";"01:30:00";"10:00:00";"23:00:00";"0";"0";"2";"2";"7";"7";"2314"
"10002237";"1";"CENTRO              ";"101";"PALACIO             ";"11000698";"1";"PLAZA  PAJA NUM 3   ";"28005";"439641,6";"4473828,53";"1";"Puerta Calle";"1";"Abierto";"10";"";"PB";"";"";"";"NAIA";"1";"Anual";"1";"Abierta";"30,96";"30,96";"20/02/2015";"11000698";"1";"PLAZA  PAJA NUM 3   ";"Plaza peatonal";"0.00";"10:00:00";"10:00:00";"23:00:00";"10:00:00";"01:00:00";"10:00:00";"23:00:00";"0";"0";"9";"9";"36";"36";"1553"
"10002288";"1";"CENTRO              ";"106";"SOL                 ";"11007445";"1";"CALLE  ALCALA NUM 21   ";"28014";"440639,59";"4474383,53";"1";"Puerta Calle";"1";"Abierto";"10";"";"PB";"";"";"";"COFFEE&SALADS";"1";"Anual";"1";"Abierta";"30,6";"30,6";"15/06/2015";"11007445";"1";"CALLE  ALCALA NUM 21   ";"Acera";"10:00:00";"01:00:00";"10:00:00";"00:00:00";"10:00:00";"02:30:00";"10:00:00";"00:00:00";"0";"0";"10";"10";"36";"36";"2699"
"10002297";"1";"CENTRO              ";"106";"SOL                 ";"11007826";"1";"CALLE  ARENAL NUM 6   ";"28013";"440156,59";"4474286,53";"1";"Puerta Calle";"1";"Abierto";"10";"";"PB";"";"";"";"MESON 5 JOTAS";"1";"Anual";"1";"Abierta";"9,84";"9,84";"13/11/2014";"11007826";"1";"CALLE  ARENAL NUM 6   ";"Plaza peatonal";"0.00";"08:00:00";"08:00:00";"01:00:00";"08:00:00";"01:30:00";"08:00:00";"01:00:00";"0";"0";"6";"6";"12";"12";"1062"
